YR,MO,DY,HR,LAT,LON,II,ID,C1,DI,D,WI,W,SLP,AT,SST,WD,WP,WH,SD,SP,SH,DCK,SID,PT,UID,RN1,RN2,RN3,RSA,IRF
1816,4,26,9.00,-11.85,44.32,10,LDY MLVIL,,,,,,1005.6,27.2,,,,,,,,248,148,5,CZ6W7U,3,1,0,2,1
1816,4,26,9.00,-27.60,43.35,10,CARMARTHE,,,75,5,2.6,1012.4,22.2,,,,,,,,248,148,5,CZ6W7V,3,1,0,2,1
1816,4,26,10.00,-32.38,30.23,10,GENERAL K,,,,,,1007.0,20.6,,,,,,,,248,148,5,CZ6W7W,3,1,0,2,1
1816,4,26,10.00,-32.40,34.20,10,HUDDART,,,106,5,6.7,,,,,,,,,,248,148,5,CZ6W7X,3,1,0,2,1
1816,4,27,8.00,-16.00,55.82,10,CABALVA,,,,5,,,27.8,,,,,,,,248,148,5,CZ6W8V,3,1,0,2,1
1816,4,27,8.00,-22.58,64.00,10,NORTHAM 3,,,,,,,26.7,,,,,,,,248,148,5,CZ6W8W,3,1,0,2,1
1816,4,27,9.00,-9.53,44.62,10,LDY MLVIL,,,,,,1005.5,27.2,,,,,,,,248,148,5,CZ6W8X,3,1,0,2,1
1816,4,27,9.00,-28.10,47.28,10,CARMARTHE,,,,,,1013.5,22.2,,,,,,,,248,148,5,CZ6W8Y,3,1,0,2,1
1816,4,27,10.00,-32.85,32.30,10,HUDDART,,,196,5,6.7,,,,,,,,,,248,148,5,CZ6W8Z,3,1,0,2,1
1816,4,27,10.00,-33.47,30.40,10,GENERAL K,,,,,,1008.4,18.9,,,,,,,,248,148,5,CZ6W90,3,1,0,2,1
1816,4,28,8.00,-12.50,56.78,10,CABALVA,,,,5,,,28.3,,,,,,,,248,148,5,CZ6W9Z,3,1,0,2,1
1816,4,28,8.00,-22.67,63.20,10,NORTHAM 3,,,,5,,,25.6,,,,,,,,248,148,5,CZ6WA0,3,1,0,2,1
1816,4,28,9.00,-6.98,45.70,10,LDY MLVIL,,,,5,,1003.7,27.8,,,,,,,,248,148,5,CZ6WA1,3,1,0,2,1
1816,4,28,9.00,-29.00,44.95,10,CARMARTHE,,,54,5,9.3,1015.7,23.6,,,,,,,,248,148,5,CZ6WA2,3,1,0,2,1
1816,4,28,10.00,-33.23,30.17,10,HUDDART,,,,,,,20.6,,,,,,,,248,148,5,CZ6WA3,3,1,0,2,1
1816,4,28,10.00,-34.63,28.17,10,GENERAL K,,,,,,1005.6,20.0,,,,,,,,248,148,5,CZ6WA4,3,1,0,2,1
1816,4,29,8.00,-9.83,57.20,10,CABALVA,,,103,5,9.3,,28.3,,,,,,,,248,148,5,CZ6WB4,3,1,0,2,1
1816,4,29,8.00,-23.47,59.80,10,NORTHAM 3,,,131,5,9.3,,23.9,,,,,,,,248,148,5,CZ6WB5,3,1,0,2,1
1816,4,29,9.00,-5.25,47.63,10,LDY MLVIL,,,,5,,1003.7,27.8,,,,,,,,248,148,5,CZ6WB6,3,1,0,2,1
1816,4,29,9.00,-29.77,44.22,10,CARMARTHE,,,,,,1015.1,23.3,,,,,,,,248,148,5,CZ6WB7,3,1,0,2,1
1816,4,29,10.00,-33.38,31.93,10,HUDDART,,,,,,,20.0,,,,,,,,248,148,5,CZ6WB8,3,1,0,2,1
1816,4,29,10.00,-34.87,27.90,10,GENERAL K,,,,,,1032.3,17.8,,,,,,,,248,148,5,CZ6WB9,3,1,0,2,1
1816,4,30,8.00,-7.70,57.67,10,CABALVA,,,92,5,2.6,1004.7,27.2,,,,,,,,248,148,5,CZ6WC9,3,1,0,2,1
1816,4,30,8.00,-24.52,57.17,10,NORTHAM 3,,,73,5,9.3,,23.9,,,,,,,,248,148,5,CZ6WCA,3,1,0,2,1
1816,4,30,9.00,-3.52,48.32,10,LDY MLVIL,,,112,5,6.7,1005.2,28.3,,,,,,,,248,148,5,CZ6WCB,3,1,0,2,1
1816,4,30,9.00,-30.20,43.37,10,CARMARTHE,,,,,,1018.7,21.9,,,,,,,,248,148,5,CZ6WCC,3,1,0,2,1
1816,4,30,10.00,-33.33,31.90,10,HUDDART,,,162,5,6.7,,20.0,,,,,,,,248,148,5,CZ6WCD,3,1,0,2,1
1816,4,30,10.00,-34.82,26.63,10,GENERAL K,,,,5,,1023.6,17.2,,,,,,,,248,148,5,CZ6WCE,3,1,0,2,1
1816,5,1,8.00,-5.65,56.42,10,CABALVA,,,251,5,1.0,,27.8,,,,,,,,248,148,5,CZ6WDE,3,1,0,2,1
1816,5,1,8.00,-25.53,54.77,10,NORTHAM 3,,,50,5,9.3,,25.6,,,,,,,,248,148,5,CZ6WDF,3,1,0,2,1
1816,5,1,9.00,-2.37,49.25,10,LDY MLVIL,,,136,5,2.6,1005.3,27.8,,,,,,,,248,148,5,CZ6WDG,3,1,0,2,1
1816,5,1,9.00,-30.50,40.70,10,CARMARTHE,,,142,5,6.7,1023.7,20.3,,,,,,,,248,148,5,CZ6WDH,3,1,0,2,1
1816,5,1,10.00,-35.12,28.68,10,HUDDART,,,61,5,12.3,,20.0,,,,,,,,248,148,5,CZ6WDI,3,1,0,2,1
1816,5,1,11.00,-34.80,22.47,10,GENERAL K,,,39,5,6.7,1032.3,17.5,,,,,,,,248,148,5,CZ6WDQ,3,1,0,2,1
1816,5,2,8.00,-3.17,58.40,10,CABALVA,,,240,5,6.7,1003.5,28.9,,,,,,,,248,148,5,CZ6WEJ,3,1,0,2,1
1816,5,2,9.00,-1.83,50.75,10,LDY MLVIL,,,,,,1004.6,27.8,,,,,,,,248,148,5,CZ6WEK,3,1,0,2,1
1816,5,2,9.00,-25.77,50.75,10,NORTHAM 3,,,160,5,2.6,,23.9,,,,,,,,248,148,5,CZ6WEL,3,1,0,2,1
1816,5,2,9.00,-31.48,38.25,10,CARMARTHE,,,,,,1023.7,21.1,,,,,,,,248,148,5,CZ6WEM,3,1,0,2,1
1816,5,2,10.00,-36.20,26.68,10,HUDDART,,,,,,,19.4,,,,,,,,248,148,5,CZ6WEN,3,1,0,2,1
1816,5,2,11.00,-35.80,21.63,10,GENERAL K,,,,,,1022.6,15.8,,,,,,,,248,148,5,CZ6WEU,3,1,0,2,1
1816,5,3,8.00,-0.83,52.92,10,LDY MLVIL,,,,,,1004.6,27.8,,,,,,,,248,148,5,CZ6WFN,3,1,0,2,1
1816,5,3,8.00,-1.17,56.90,10,CABALVA,,,330,5,6.7,1004.4,26.1,,,,,,,,248,148,5,CZ6WFO,3,1,0,2,1
1816,5,3,9.00,-26.37,51.45,10,NORTHAM 3,,,123,5,6.7,,23.3,,,,,,,,248,148,5,CZ6WFP,3,1,0,2,1
1816,5,3,10.00,-32.93,35.60,10,CARMARTHE,,,,5,,1016.3,21.9,,,,,,,,248,148,5,CZ6WFQ,3,1,0,2,1
1816,5,3,10.00,-36.35,25.93,10,HUDDART,,,,5,,,20.0,,,,,,,,248,148,5,CZ6WFR,3,1,0,2,1
1816,5,3,11.00,-36.65,20.33,10,GENERAL K,,,,,,1016.0,15.0,,,,,,,,248,148,5,CZ6WFS,3,1,0,2,1
1816,5,4,9.00,-27.05,49.50,10,NORTHAM 3,,,56,5,6.7,,24.4,,,,,,,,248,148,5,CZ6WGV,3,1,0,2,1
1816,5,4,10.00,-33.42,34.33,10,CARMARTHE,,,,,,1016.8,18.9,,,,,,,,248,148,5,CZ6WGW,3,1,0,2,1
1816,5,4,10.00,-36.25,24.57,10,HUDDART,,,83,5,6.7,,18.3,,,,,,,,248,148,5,CZ6WGX,3,1,0,2,1
1816,5,5,9.00,-27.48,47.55,10,NORTHAM 3,,,,5,,,22.2,,,,,,,,248,148,5,CZ6WI1,3,1,0,2,1
1816,5,5,10.00,-33.85,32.50,10,CARMARTHE,,,,,,1022.1,17.8,,,,,,,,248,148,5,CZ6WI2,3,1,0,2,1
1816,5,5,11.00,-36.33,20.52,10,HUDDART,,,17,5,6.7,,,,,,,,,,248,148,5,CZ6WI4,3,1,0,2,1
1816,5,6,9.00,-27.45,47.22,10,NORTHAM 3,,,,5,,,22.2,,,,,,,,248,148,5,CZ6WJ6,3,1,0,2,1
1816,5,6,10.00,-34.85,30.13,10,CARMARTHE,,,,,,1021.8,20.3,,,,,,,,248,148,5,CZ6WJ7,3,1,0,2,1
1816,5,7,9.00,-26.77,46.68,10,NORTHAM 3,,,245,5,6.7,,,,,,,,,,248,148,5,CZ6WKB,3,1,0,2,1
1816,5,7,10.00,-35.00,28.72,10,CARMARTHE,,,,,,1015.2,19.2,,,,,,,,248,148,5,CZ6WKC,3,1,0,2,1
1816,5,8,9.00,-27.02,46.58,10,NORTHAM 3,,,,5,,,22.8,,,,,,,,248,148,5,CZ6WLH,3,1,0,2,1
1816,5,8,10.00,-35.45,25.47,10,CARMARTHE,,,,,,1021.8,20.6,,,,,,,,248,148,5,CZ6WLI,3,1,0,2,1
1816,5,9,9.00,-27.42,44.20,10,NORTHAM 3,,,155,5,6.7,,20.0,,,,,,,,248,148,5,CZ6WMN,3,1,0,2,1
1816,5,9,10.00,-36.08,22.75,10,CARMARTHE,,,,,,1008.8,17.8,,,,,,,,248,148,5,CZ6WMO,3,1,0,2,1
1816,5,10,9.00,-28.25,41.70,10,NORTHAM 3,,,109,5,9.3,,22.8,,,,,,,,248,148,5,CZ6WNR,3,1,0,2,1
1816,5,10,11.00,-35.25,20.60,10,CARMARTHE,,,,,,1015.8,15.6,,,,,,,,248,148,5,CZ6WNT,3,1,0,2,1
1816,5,11,9.00,-29.22,39.15,10,NORTHAM 3,,,41,5,9.3,,23.9,,,,,,,,248,148,5,CZ6WOM,3,1,0,2,1
1816,5,12,10.00,-30.08,37.42,10,NORTHAM 3,,,85,5,2.6,,23.3,,,,,,,,248,148,5,CZ6WPF,3,1,0,2,1
1816,5,13,10.00,-31.23,35.48,10,NORTHAM 3,,,,5,,,23.3,,,,,,,,248,148,5,CZ6WQ6,3,1,0,2,1
1816,5,14,10.00,-32.08,33.88,10,NORTHAM 3,,,61,5,6.7,,22.8,,,,,,,,248,148,5,CZ6WQW,3,1,0,2,1
1816,5,14,11.00,-37.98,21.13,10,REGENT,,,,,,1028.7,20.6,,,,,,,,248,148,5,CZ6WQX,3,1,0,2,1
1816,5,15,10.00,-33.10,32.17,10,NORTHAM 3,,,,,,,22.2,,,,,,,,248,148,5,CZ6WRM,3,1,0,2,1
1816,5,15,10.00,-37.73,23.78,10,REGENT,,,,,,1028.7,20.6,,,,,,,,248,148,5,CZ6WRN,3,1,0,2,1
1816,5,16,10.00,-33.00,31.48,10,NORTHAM 3,,,128,5,1.0,,20.8,,,,,,,,248,148,5,CZ6WSE,3,1,0,2,1
1816,5,16,10.00,-37.73,27.93,10,REGENT,,,,,,1015.4,19.4,,,,,,,,248,148,5,CZ6WSF,3,1,0,2,1
1816,5,17,10.00,-33.77,29.62,10,NORTHAM 3,,,,,,,20.6,,,,,,,,248,148,5,CZ6WT7,3,1,0,2,1
1816,5,17,10.00,-38.23,27.50,10,REGENT,,,,,,1018.7,20.0,,,,,,,,248,148,5,CZ6WT8,3,1,0,2,1
1816,5,18,10.00,-33.93,28.73,10,NORTHAM 3,,,140,5,1.0,,20.6,,,,,,,,248,148,5,CZ6WU1,3,1,0,2,1
1816,5,18,10.00,-37.87,30.63,10,REGENT,,,,,,1020.5,19.4,,,,,,,,248,148,5,CZ6WU2,3,1,0,2,1
1816,5,19,10.00,-34.70,26.43,10,NORTHAM 3,,,,,,,20.0,,,,,,,,248,148,5,CZ6WUV,3,1,0,2,1
1816,5,19,10.00,-37.33,32.67,10,REGENT,,,,,,1022.2,18.9,,,,,,,,248,148,5,CZ6WUW,3,1,0,2,1
1816,5,20,10.00,-34.45,24.73,10,NORTHAM 3,,,286,5,12.3,,,,,,,,,,248,148,5,CZ6WVQ,3,1,0,2,1
1816,5,20,10.00,-37.80,34.00,10,REGENT,,,,5,,1015.3,20.0,,,,,,,,248,148,5,CZ6WVR,3,1,0,2,1
1816,5,21,10.00,-34.45,22.72,10,NORTHAM 3,,,264,5,19.0,,,,,,,,,,248,148,5,CZ6WWM,3,1,0,2,1
1816,5,21,10.00,-37.57,34.70,10,REGENT,,,284,5,19.0,,20.6,,,,,,,,248,148,5,CZ6WWN,3,1,0,2,1
1816,5,21,11.00,-37.50,20.92,10,FT WILM 3,,,,5,,1017.5,14.7,,,,,,,,248,148,5,CZ6WWO,3,1,0,2,1
1816,5,22,6.00,-13.22,84.15,10,PC CHA WA,,,,5,,,26.7,,,,,,,,248,148,5,CZ6WXG,3,1,0,2,1
1816,5,22,9.00,-36.82,40.17,10,REGENT,,,,,,1029.1,17.8,,,,,,,,248,148,5,CZ6WXH,3,1,0,2,1
1816,5,22,10.00,-34.83,24.67,10,NORTHAM 3,,,,5,,,13.9,,,,,,,,248,148,5,CZ6WXI,3,1,0,2,1
1816,5,22,10.00,-37.32,23.70,10,FT WILM 3,,,242,5,9.3,1018.2,14.7,,,,,,,,248,148,5,CZ6WXJ,3,1,0,2,1
1816,5,23,7.00,-14.33,81.58,10,PC CHA WA,,,,,,,26.1,,,,,,,,248,148,5,CZ6WYD,3,1,0,2,1
1816,5,23,9.00,-36.58,41.87,10,REGENT,,,,,,1020.5,18.3,,,,,,,,248,148,5,CZ6WYE,3,1,0,2,1
1816,5,23,10.00,-35.12,24.33,10,NORTHAM 3,,,286,5,19.0,,16.7,,,,,,,,248,148,5,CZ6WYF,3,1,0,2,1
1816,5,23,10.00,-37.23,28.23,10,FT WILM 3,,,286,5,26.8,1010.5,16.4,,,,,,,,248,148,5,CZ6WYG,3,1,0,2,1
1816,5,24,7.00,-15.73,79.13,10,PC CHA WA,,,,5,,,26.1,,,,,,,,248,148,5,CZ6WZA,3,1,0,2,1
1816,5,24,9.00,-36.40,45.83,10,REGENT,,,,,,1008.4,20.0,,,,,,,,248,148,5,CZ6WZB,3,1,0,2,1
1816,5,24,10.00,-34.95,23.73,10,NORTHAM 3,,,,5,,,17.2,,,,,,,,248,148,5,CZ6WZC,3,1,0,2,1
1816,5,24,10.00,-36.90,31.35,10,FT WILM 3,,,,,,1019.5,14.7,,,,,,,,248,148,5,CZ6WZD,3,1,0,2,1
1816,5,25,7.00,-17.32,76.07,10,PC CHA WA,,,,5,,,25.6,,,,,,,,248,148,5,CZ6X07,3,1,0,2,1
1816,5,25,9.00,-36.05,49.38,10,REGENT,,,173,5,6.7,1029.0,17.8,,,,,,,,248,148,5,CZ6X08,3,1,0,2,1
1816,5,25,10.00,-34.83,23.58,10,NORTHAM 3,,,62,5,1.0,,19.4,,,,,,,,248,148,5,CZ6X09,3,1,0,2,1
1816,5,25,10.00,-36.62,33.88,10,FT WILM 3,,,319,5,2.6,1022.0,15.6,,,,,,,,248,148,5,CZ6X0A,3,1,0,2,1
1816,5,26,7.00,-19.10,72.88,10,PC CHA WA,,,,5,,,25.0,,,,,,,,248,148,5,CZ6X15,3,1,0,2,1
1816,5,26,8.00,-35.90,53.17,10,REGENT,,,,,,1017.1,18.3,,,,,,,,248,148,5,CZ6X16,3,1,0,2,1
1816,5,26,10.00,-35.13,22.60,10,NORTHAM 3,,,17,5,1.0,,18.9,,,,,,,,248,148,5,CZ6X17,3,1,0,2,1
1816,5,26,10.00,-37.30,36.35,10,FT WILM 3,,,,,,1029.2,17.2,,,,,,,,248,148,5,CZ6X18,3,1,0,2,1
1816,5,27,8.00,-35.87,55.45,10,REGENT,,,,,,1025.8,16.7,,,,,,,,248,148,5,CZ6X22,3,1,0,2,1
1816,5,27,9.00,-37.18,38.30,10,FT WILM 3,,,14,5,6.7,1022.4,17.8,,,,,,,,248,148,5,CZ6X23,3,1,0,2,1
1816,5,27,11.00,-35.60,22.02,10,NORTHAM 3,,,287,5,12.3,,17.8,,,,,,,,248,148,5,CZ6X25,3,1,0,2,1
1816,5,28,7.00,-21.32,67.97,10,PC CHA WA,,,,,,,24.4,,,,,,,,248,148,5,CZ6X2W,3,1,0,2,1
1816,5,28,8.00,-35.90,54.58,10,REGENT,,,,5,,1024.1,16.7,,,,,,,,248,148,5,CZ6X2X,3,1,0,2,1
1816,5,28,9.00,-37.35,42.18,10,FT WILM 3,,,352,5,9.3,1015.6,18.3,,,,,,,,248,148,5,CZ6X2Y,3,1,0,2,1
1816,5,28,11.00,-35.03,22.27,10,NORTHAM 3,,,84,5,1.0,,19.4,,,,,,,,248,148,5,CZ6X30,3,1,0,2,1
1816,5,29,8.00,-22.22,65.28,10,PC CHA WA,,,,5,,,24.4,,,,,,,,248,148,5,CZ6X3Q,3,1,0,2,1
1816,5,29,8.00,-36.47,61.43,10,REGENT,,,,5,,1010.5,17.8,,,,,,,,248,148,5,CZ6X3R,3,1,0,2,1
1816,5,29,9.00,-37.07,45.60,10,FT WILM 3,,,240,5,12.3,1009.6,13.3,,,,,,,,248,148,5,CZ6X3S,3,1,0,2,1
1816,5,29,11.00,-35.28,20.50,10,NORTHAM 3,,,,5,,,17.8,,,,,,,,248,148,5,CZ6X3U,3,1,0,2,1
1816,5,30,8.00,-22.98,62.88,10,PC CHA WA,,,,,,,25.0,,,,,,,,248,148,5,CZ6X4J,3,1,0,2,1
1816,5,30,8.00,-36.78,64.88,10,REGENT,,,,5,,1003.7,18.3,,,,,,,,248,148,5,CZ6X4K,3,1,0,2,1
1816,5,30,9.00,-37.10,49.90,10,FT WILM 3,,,,5,,1011.2,11.7,,,,,,,,248,148,5,CZ6X4L,3,1,0,2,1
1816,5,31,7.00,-36.22,68.82,10,REGENT,,,334,5,12.3,,,,,,,,,,248,148,5,CZ6X5C,3,1,0,2,1
1816,5,31,8.00,-23.68,62.05,10,PC CHA WA,,,,,,,25.0,,,,,,,,248,148,5,CZ6X5D,3,1,0,2,1
1816,5,31,8.00,-36.90,53.58,10,FT WILM 3,,,,5,,1018.2,10.6,,,,,,,,248,148,5,CZ6X5E,3,1,0,2,1
1816,6,1,7.00,-35.13,71.45,10,REGENT,,,,,,998.9,16.1,,,,,,,,248,148,5,CZ6X66,3,1,0,2,1
1816,6,1,8.00,-24.10,61.10,10,PC CHA WA,,,,,,,22.8,,,,,,,,248,148,5,CZ6X67,3,1,0,2,1
1816,6,2,7.00,-33.18,74.72,10,REGENT,,,,,,1010.4,16.7,,,,,,,,248,148,5,CZ6X6Z,3,1,0,2,1
1816,6,2,8.00,-24.27,59.37,10,PC CHA WA,,,,5,,,22.2,,,,,,,,248,148,5,CZ6X70,3,1,0,2,1
1816,6,2,8.00,-37.30,59.73,10,FT WILM 3,,,198,5,9.3,,,,,,,,,,248,148,5,CZ6X71,3,1,0,2,1
1816,6,3,7.00,-31.35,77.18,10,REGENT,,,,5,,,18.3,,,,,,,,248,148,5,CZ6X7T,3,1,0,2,1
1816,6,3,8.00,-24.40,58.67,10,PC CHA WA,,,,,,,22.8,,,,,,,,248,148,5,CZ6X7U,3,1,0,2,1
1816,6,4,7.00,-29.42,79.58,10,REGENT,,,303,5,9.3,,18.9,,,,,,,,248,148,5,CZ6X8N,3,1,0,2,1
1816,6,4,8.00,-24.53,58.22,10,PC CHA WA,,,,,,,25.0,,,,,,,,248,148,5,CZ6X8O,3,1,0,2,1
1816,6,5,7.00,-27.82,80.30,10,REGENT,,,,5,,1019.4,20.6,,,,,,,,248,148,5,CZ6X9I,3,1,0,2,1
1816,6,5,8.00,-25.23,57.03,10,PC CHA WA,,,,,,,23.3,,,,,,,,248,148,5,CZ6X9K,3,1,0,2,1
1816,6,6,7.00,-27.10,80.05,10,REGENT,,,,,,1015.8,21.7,,,,,,,,248,148,5,CZ6XAD,3,1,0,2,1
1816,6,6,7.00,-35.33,71.55,10,FT WILM 3,,,318,5,12.3,,,,,,,,,,248,148,5,CZ6XAE,3,1,0,2,1
1816,6,6,8.00,-25.08,55.95,10,PC CHA WA,,,,,,,25.0,,,,,,,,248,148,5,CZ6XAF,3,1,0,2,1
1816,6,7,7.00,-25.68,80.05,10,REGENT,,,,5,,1014.2,20.6,,,,,,,,248,148,5,CZ6XB7,3,1,0,2,1
1816,6,7,8.00,-25.18,55.53,10,PC CHA WA,,,,5,,,23.9,,,,,,,,248,148,5,CZ6XB9,3,1,0,2,1
1816,6,8,7.00,-25.90,80.13,10,REGENT,,,104,5,1.0,1014.9,20.6,,,,,,,,248,148,5,CZ6XC1,3,1,0,2,1
1816,6,8,8.00,-24.73,54.37,10,PC CHA WA,,,5,5,,,23.3,,,,,,,,248,148,5,CZ6XC3,3,1,0,2,1
1816,6,9,7.00,-23.55,80.30,10,REGENT,,,,,,1015.5,22.2,,,,,,,,248,148,5,CZ6XCX,3,1,0,2,1
1816,6,9,11.00,-36.10,20.30,10,ASIA 6,,,355,5,22.6,991.2,17.8,,,,,,,,248,148,5,CZ6XD1,3,1,0,2,1
1816,6,9,11.00,-36.23,21.08,10,WAR HAS 3,,,,5,,1002.6,17.1,,,,,,,,248,148,5,CZ6XD2,3,1,0,2,1
1816,6,9,11.00,-36.42,22.18,10,LARKINS 1,,,,5,,994.1,17.2,,,,,,,,248,148,5,CZ6XD3,3,1,0,2,1
1816,6,10,,-35.95,24.00,10,Pr_Orange,GB,1,,,,,15.1,19.4,,,,,,,246,168,5,CZ6XDR,3,1,0,2,1
1816,6,10,7.00,-21.13,79.75,10,REGENT,,,,5,,1013.4,23.9,,,,,,,,248,148,5,CZ6XDU,3,1,0,2,1
1816,6,10,9.00,-26.18,50.80,10,PC CHA WA,,,112,5,6.7,,21.1,,,,,,,,248,148,5,CZ6XDW,3,1,0,2,1
1816,6,10,10.00,-36.25,23.80,10,WAR HAS 3,,,332,5,9.3,1003.9,16.7,,,,,,,,248,148,5,CZ6XDX,3,1,0,2,1
1816,6,10,10.00,-36.32,23.93,10,ASIA 6,,,,5,,994.7,17.2,,,,,,,,248,148,5,CZ6XDY,3,1,0,2,1
1816,6,10,10.00,-36.72,26.43,10,LARKINS 1,,,,,,993.4,17.2,,,,,,,,248,148,5,CZ6XDZ,3,1,0,2,1
1816,6,11,,-35.60,27.32,10,Pr_Orange,GB,1,,,,,14.2,18.3,,,,,,,246,168,5,CZ6XEN,3,1,0,2,1
1816,6,11,7.00,-19.97,79.00,10,REGENT,,,,,,,25.0,,,,,,,,248,148,5,CZ6XEQ,3,1,0,2,1
1816,6,11,9.00,-26.95,47.98,10,PC CHA WA,,,,5,,,23.9,,,,,,,,248,148,5,CZ6XES,3,1,0,2,1
1816,6,11,10.00,-35.47,27.67,10,WAR HAS 3,,,,5,,1014.1,15.8,,,,,,,,248,148,5,CZ6XET,3,1,0,2,1
1816,6,11,10.00,-35.55,27.57,10,ASIA 6,,,185,5,6.7,1004.1,15.0,,,,,,,,248,148,5,CZ6XEU,3,1,0,2,1
1816,6,11,10.00,-36.62,30.50,10,LARKINS 1,,,195,5,9.3,1003.1,15.6,,,,,,,,248,148,5,CZ6XEV,3,1,0,2,1
1816,6,12,,-35.83,28.50,10,Pr_Orange,GB,1,,,,,16.7,19.1,,,,,,,246,168,5,CZ6XFI,3,1,0,2,1
1816,6,12,7.00,-19.63,78.67,10,REGENT,,,354,5,1.0,1009.6,25.6,,,,,,,,248,148,5,CZ6XFL,3,1,0,2,1
1816,6,12,9.00,-28.22,45.28,10,PC CHA WA,,,31,5,9.3,,23.9,,,,,,,,248,148,5,CZ6XFN,3,1,0,2,1
1816,6,12,10.00,-35.47,29.82,10,ASIA 6,,,,5,,1007.7,17.8,,,,,,,,248,148,5,CZ6XFO,3,1,0,2,1
1816,6,12,10.00,-35.47,30.07,10,WAR HAS 3,,,,,,1019.0,16.7,,,,,,,,248,148,5,CZ6XFP,3,1,0,2,1
1816,6,12,10.00,-36.27,33.67,10,LARKINS 1,,,,5,,1009.3,14.4,,,,,,,,248,148,5,CZ6XFQ,3,1,0,2,1
1816,6,13,,-35.88,30.88,10,Pr_Orange,GB,,,,,,17.2,17.9,,,,,,,246,168,5,CZ6XGC,3,1,0,2,1
1816,6,13,7.00,-18.37,79.40,10,REGENT,,,,,,,23.3,,,,,,,,248,148,5,CZ6XGF,3,1,0,2,1
1816,6,13,9.00,-29.08,43.28,10,PC CHA WA,,,,,,,23.3,,,,,,,,248,148,5,CZ6XGH,3,1,0,2,1
1816,6,13,10.00,-35.50,32.35,10,WAR HAS 3,,,,,,1018.4,17.8,,,,,,,,248,148,5,CZ6XGI,3,1,0,2,1
1816,6,13,10.00,-35.52,32.22,10,ASIA 6,,,218,5,6.7,1007.9,18.6,,,,,,,,248,148,5,CZ6XGJ,3,1,0,2,1
1816,6,13,10.00,-37.03,36.82,10,LARKINS 1,,,14,5,6.7,,17.2,,,,,,,,248,148,5,CZ6XGK,3,1,0,2,1
1816,6,14,,-35.87,33.90,10,Pr_Orange,GB,1,,,,,17.0,18.0,,,,,,,246,168,5,CZ6XH6,3,1,0,2,1
1816,6,14,7.00,-15.87,80.33,10,REGENT,,,143,5,12.3,1009.7,23.9,,,,,,,,248,148,5,CZ6XH9,3,1,0,2,1
1816,6,14,9.00,-28.72,41.70,10,PC CHA WA,,,,,,,21.7,,,,,,,,248,148,5,CZ6XHB,3,1,0,2,1
1816,6,14,9.00,-36.90,40.40,10,LARKINS 1,,,,5,,1009.9,15.6,,,,,,,,248,148,5,CZ6XHC,3,1,0,2,1
1816,6,14,10.00,-34.93,35.07,10,WAR HAS 3,,,196,5,6.7,1022.6,17.5,,,,,,,,248,148,5,CZ6XHD,3,1,0,2,1
1816,6,14,10.00,-34.97,34.87,10,ASIA 6,,,196,5,6.7,1018.6,18.9,,,,,,,,248,148,5,CZ6XHE,3,1,0,2,1
1816,6,15,,-35.52,36.00,10,Pr_Orange,GB,1,,,,1026.1,16.3,17.7,,,,,,,246,168,5,CZ6XI1,3,1,0,2,1
1816,6,15,7.00,-13.10,81.30,10,REGENT,,,,,,1006.7,,,,,,,,,248,148,5,CZ6XI4,3,1,0,2,1
1816,6,15,7.00,-18.10,80.57,10,FT WILM 3,,,130,5,2.6,,,,,,,,,,248,148,5,CZ6XI5,3,1,0,2,1
1816,6,15,9.00,-28.43,40.37,10,PC CHA WA,,,,,,,22.2,,,,,,,,248,148,5,CZ6XI6,3,1,0,2,1
1816,6,15,9.00,-36.77,43.10,10,LARKINS 1,,,,,,1022.7,15.6,,,,,,,,248,148,5,CZ6XI7,3,1,0,2,1
1816,6,15,10.00,-34.25,37.10,10,WAR HAS 3,,,286,5,6.7,1026.2,18.6,,,,,,,,248,148,5,CZ6XI9,3,1,0,2,1
1816,6,15,10.00,-34.32,36.90,10,ASIA 6,,,61,5,6.7,1015.7,19.7,,,,,,,,248,148,5,CZ6XIA,3,1,0,2,1
1816,6,16,,-34.38,37.93,10,Pr_Orange,GB,1,,,,1009.1,16.4,18.3,,,,,,,246,168,5,CZ6XIV,3,1,0,2,1
1816,6,16,7.00,-10.73,81.20,10,REGENT,,,89,5,6.7,1007.4,26.7,,,,,,,,248,148,5,CZ6XIY,3,1,0,2,1
1816,6,16,9.00,-28.68,38.05,10,PC CHA WA,,,,,,,23.3,,,,,,,,248,148,5,CZ6XJ0,3,1,0,2,1
1816,6,16,9.00,-33.13,37.65,10,WAR HAS 3,,,173,5,1.0,1028.6,18.9,,,,,,,,248,148,5,CZ6XJ1,3,1,0,2,1
1816,6,16,9.00,-33.18,37.52,10,ASIA 6,,,319,5,1.0,1019.6,20.0,,,,,,,,248,148,5,CZ6XJ2,3,1,0,2,1
1816,6,16,9.00,-36.57,46.55,10,LARKINS 1,,,,5,,1017.6,13.9,,,,,,,,248,148,5,CZ6XJ3,3,1,0,2,1
1816,6,17,,-34.73,40.12,10,Pr_Orange,GB,1,,,,1026.1,16.4,17.8,,,,,,,246,168,5,CZ6XJP,3,1,0,2,1
1816,6,17,7.00,-8.40,81.00,10,REGENT,,,,,,1005.5,27.2,,,,,,,,248,148,5,CZ6XJS,3,1,0,2,1
