YR,MO,DY,HR,LAT,LON,II,ID,C1,DI,D,WI,W,SLP,AT,SST,WD,WP,WH,SD,SP,SH,DCK,SID,PT,UID,RN1,RN2,RN3,RSA,IRF
1815,1,27,7.00,-0.50,78.45,10,LORD KEIT,,,11,5,2.6,1008.9,26.7,,,,,,,,248,148,5,CZ6OWD,3,1,0,2,1
1815,1,28,7.00,-0.92,78.17,10,LORD KEIT,,,,5,,1008.6,28.3,,,,,,,,248,148,5,CZ6OWT,3,1,0,2,1
1815,1,29,7.00,-1.13,77.77,10,LORD KEIT,,,,5,,1008.6,28.3,,,,,,,,248,148,5,CZ6OX9,3,1,0,2,1
1815,1,30,7.00,-1.62,77.53,10,LORD KEIT,,,348,5,1.0,1005.1,28.9,,,,,,,,248,148,5,CZ6OXP,3,1,0,2,1
1815,1,31,7.00,-0.08,79.45,10,INDUS,,,,5,,,28.6,,,,,,,,248,148,5,CZ6OY3,3,1,0,2,1
1815,1,31,7.00,-0.15,79.63,10,1807,UK,,,,,,30.0,,,,,,,,730,133,5,004GOC,3,1,0,2,1
1815,1,31,7.00,-0.15,79.63,10,TIGRIS 2,,,,,,,30.0,,,,,,,,248,148,5,CZ6OY4,3,1,0,2,1
1815,1,31,7.00,-2.22,77.47,10,LORD KEIT,,,337,5,1.0,1005.2,28.3,,,,,,,,248,148,5,CZ6OY5,3,1,0,2,1
1815,2,1,7.00,-1.28,79.63,10,INDUS,,,,,,,28.9,,,,,,,,248,148,5,CZ6OYJ,3,1,0,2,1
1815,2,1,7.00,-1.33,79.67,10,1807,UK,,,,,,28.3,,,,,,,,730,133,5,004GOF,3,1,0,2,1
1815,2,1,7.00,-1.33,79.67,10,TIGRIS 2,,,,,,,28.3,,,,,,,,248,148,5,CZ6OYK,3,1,0,2,1
1815,2,1,7.00,-2.63,77.50,10,LORD KEIT,,,,,,1008.6,28.3,,,,,,,,248,148,5,CZ6OYL,3,1,0,2,1
1815,2,2,7.00,-2.30,80.43,10,INDUS,,,,,,,26.7,,,,,,,,248,148,5,CZ6OYZ,3,1,0,2,1
1815,2,2,7.00,-2.32,80.33,10,1807,UK,,,,,,28.3,,,,,,,,730,133,5,004GOI,3,1,0,2,1
1815,2,2,7.00,-2.32,80.33,10,TIGRIS 2,,,,,,,28.3,,,,,,,,248,148,5,CZ6OZ0,3,1,0,2,1
1815,2,2,7.00,-3.88,77.68,10,LORD KEIT,,,359,5,2.6,1008.6,28.3,,,,,,,,248,148,5,CZ6OZ1,3,1,0,2,1
1815,2,3,7.00,-3.55,79.82,10,INDUS,,,,,,,26.7,,,,,,,,248,148,5,CZ6OZE,3,1,0,2,1
1815,2,3,7.00,-3.62,79.93,10,1807,UK,,293,5,2.6,,,,,,,,,,730,133,5,004GOL,3,1,0,2,1
1815,2,3,7.00,-3.62,79.93,10,TIGRIS 2,,,293,5,2.6,,,,,,,,,,248,148,5,CZ6OZF,3,1,0,2,1
1815,2,3,7.00,-4.87,78.07,10,LORD KEIT,,,,,,1008.6,28.3,,,,,,,,248,148,5,CZ6OZG,3,1,0,2,1
1815,2,4,7.00,-4.08,80.12,10,1807,UK,,349,5,1.0,,31.7,,,,,,,,730,133,5,004GOO,3,1,0,2,1
1815,2,4,7.00,-4.08,80.12,10,TIGRIS 2,,,,5,,,31.7,,,,,,,,248,148,5,CZ6OZT,3,1,0,2,1
1815,2,4,7.00,-4.10,80.10,10,INDUS,,,,5,,,28.9,,,,,,,,248,148,5,CZ6OZU,3,1,0,2,1
1815,2,4,7.00,-5.63,78.30,10,LORD KEIT,,,145,5,1.0,1008.6,28.3,,,,,,,,248,148,5,CZ6OZV,3,1,0,2,1
1815,2,5,7.00,-4.82,80.23,10,INDUS,,,,,,,27.8,,,,,,,,248,148,5,CZ6P09,3,1,0,2,1
1815,2,5,7.00,-6.63,78.35,10,LORD KEIT,,,,,,1004.0,26.1,,,,,,,,248,148,5,CZ6P0A,3,1,0,2,1
1815,2,6,7.00,-5.00,80.52,10,INDUS,,,180,5,2.6,,28.9,,,,,,,,248,148,5,CZ6P0N,3,1,0,2,1
1815,2,6,7.00,-5.03,80.42,10,1807,UK,,,5,,,29.4,,,,,,,,730,133,5,004GOU,3,1,0,2,1
1815,2,6,7.00,-5.03,80.42,10,TIGRIS 2,,,,,,,29.4,,,,,,,,248,148,5,CZ6P0O,3,1,0,2,1
1815,2,6,7.00,-7.33,78.42,10,LORD KEIT,,,144,5,1.0,1005.7,26.1,,,,,,,,248,148,5,CZ6P0P,3,1,0,2,1
1815,2,7,7.00,-5.70,79.65,10,INDUS,,,135,5,6.7,,28.9,,,,,,,,248,148,5,CZ6P13,3,1,0,2,1
1815,2,7,7.00,-8.47,78.00,10,LORD KEIT,,,110,5,6.7,1005.2,28.9,,,,,,,,248,148,5,CZ6P14,3,1,0,2,1
1815,2,8,7.00,-6.42,79.52,10,1807,UK,,,,,,28.9,,,,,,,,730,133,5,004GP0,3,1,0,2,1
1815,2,8,7.00,-6.42,79.52,10,TIGRIS 2,,,,,,,28.9,,,,,,,,248,148,5,CZ6P1G,3,1,0,2,1
1815,2,8,7.00,-6.48,79.43,10,INDUS,,,,5,,,27.8,,,,,,,,248,148,5,CZ6P1H,3,1,0,2,1
1815,2,8,7.00,-9.02,77.58,10,LORD KEIT,,,,5,,1006.8,29.4,,,,,,,,248,148,5,CZ6P1I,3,1,0,2,1
1815,2,9,7.00,-6.75,79.87,10,1807,UK,,45,5,2.6,,30.0,,,,,,,,730,133,5,004GP3,3,1,0,2,1
1815,2,9,7.00,-6.75,79.87,10,TIGRIS 2,,,,,,,30.0,,,,,,,,248,148,5,CZ6P1T,3,1,0,2,1
1815,2,9,7.00,-6.88,79.82,10,INDUS,,,348,5,,,28.9,,,,,,,,248,148,5,CZ6P1U,3,1,0,2,1
1815,2,9,7.00,-9.60,77.23,10,LORD KEIT,,,,5,,1008.6,28.9,,,,,,,,248,148,5,CZ6P1V,3,1,0,2,1
1815,2,10,7.00,-7.43,79.92,10,1807,UK,,,,,,31.1,,,,,,,,730,133,5,004GP6,3,1,0,2,1
1815,2,10,7.00,-7.43,79.92,10,TIGRIS 2,,,,5,,,31.1,,,,,,,,248,148,5,CZ6P22,3,1,0,2,1
1815,2,10,7.00,-7.62,79.93,10,INDUS,,,,5,,,28.3,,,,,,,,248,148,5,CZ6P23,3,1,0,2,1
1815,2,10,7.00,-10.00,76.90,10,LORD KEIT,,,133,5,2.6,,28.9,,,,,,,,248,148,5,CZ6P24,3,1,0,2,1
1815,2,11,7.00,-8.78,79.38,10,1807,UK,,,,,,28.9,,,,,,,,730,133,5,004GP9,3,1,0,2,1
1815,2,11,7.00,-8.78,79.38,10,TIGRIS 2,,,,,,,28.9,,,,,,,,248,148,5,CZ6P2D,3,1,0,2,1
1815,2,11,7.00,-8.85,79.50,10,INDUS,,,,,,,27.8,,,,,,,,248,148,5,CZ6P2E,3,1,0,2,1
1815,2,11,7.00,-10.62,76.27,10,LORD KEIT,,,,5,,,28.9,,,,,,,,248,148,5,CZ6P2F,3,1,0,2,1
1815,2,12,7.00,-9.88,79.08,10,1807,UK,,22,5,6.7,,30.0,,,,,,,,730,133,5,004GPC,3,1,0,2,1
1815,2,12,7.00,-9.88,79.08,10,TIGRIS 2,,,21,5,6.7,,30.0,,,,,,,,248,148,5,CZ6P2N,3,1,0,2,1
1815,2,12,7.00,-10.03,79.33,10,INDUS,,,348,5,6.7,,28.9,,,,,,,,248,148,5,CZ6P2O,3,1,0,2,1
1815,2,12,7.00,-11.15,75.98,10,LORD KEIT,,,,5,,1005.2,29.4,,,,,,,,248,148,5,CZ6P2P,3,1,0,2,1
1815,2,13,7.00,-11.25,78.22,10,INDUS,,,,,,,28.9,,,,,,,,248,148,5,CZ6P2Z,3,1,0,2,1
1815,2,13,7.00,-12.13,75.78,10,LORD KEIT,,,,,,,28.3,,,,,,,,248,148,5,CZ6P30,3,1,0,2,1
1815,2,14,7.00,-12.12,77.78,10,1807,UK,,,5,,,30.0,,,,,,,,730,133,5,004GPI,3,1,0,2,1
1815,2,14,7.00,-12.12,77.78,10,TIGRIS 2,,,,5,,,29.4,,,,,,,,248,148,5,CZ6P39,3,1,0,2,1
1815,2,14,7.00,-12.17,77.90,10,INDUS,,,97,5,2.6,,28.3,,,,,,,,248,148,5,CZ6P3A,3,1,0,2,1
1815,2,14,7.00,-12.95,76.08,10,LORD KEIT,,,,,,1005.5,28.3,,,,,,,,248,148,5,CZ6P3B,3,1,0,2,1
1815,2,15,7.00,-12.42,77.30,10,INDUS,,,,,,,28.9,,,,,,,,248,148,5,CZ6P3M,3,1,0,2,1
1815,2,15,7.00,-12.70,76.95,10,1807,UK,,,,,,28.9,,,,,,,,730,133,5,004GPL,3,1,0,2,1
1815,2,15,7.00,-12.70,78.98,10,TIGRIS 2,,,,,,,28.9,,,,,,,,248,148,5,CZ6P3N,3,1,0,2,1
1815,2,15,7.00,-13.75,76.55,10,LORD KEIT,,,,,,1005.5,28.3,,,,,,,,248,148,5,CZ6P3O,3,1,0,2,1
1815,2,16,7.00,-13.78,76.12,10,1807,UK,,,,,,27.8,,,,,,,,730,133,5,004GPO,3,1,0,2,1
1815,2,16,7.00,-13.78,76.12,10,TIGRIS 2,,,,,,,27.8,,,,,,,,248,148,5,CZ6P3X,3,1,0,2,1
1815,2,16,7.00,-13.80,76.48,10,INDUS,,,,,,,26.7,,,,,,,,248,148,5,CZ6P3Y,3,1,0,2,1
1815,2,16,7.00,-14.82,75.88,10,LORD KEIT,,,86,5,6.7,,28.3,,,,,,,,248,148,5,CZ6P3Z,3,1,0,2,1
1815,2,17,7.00,-14.88,75.58,10,1807,UK,,64,5,9.3,,,,,,,,,,730,133,5,004GPR,3,1,0,2,1
1815,2,17,7.00,-14.88,75.58,10,TIGRIS 2,,,64,5,9.3,,,,,,,,,,248,148,5,CZ6P49,3,1,0,2,1
1815,2,17,7.00,-14.95,75.77,10,INDUS,,,75,5,9.3,,27.2,,,,,,,,248,148,5,CZ6P4A,3,1,0,2,1
1815,2,17,7.00,-16.13,75.77,10,LORD KEIT,,,95,5,9.3,,27.8,,,,,,,,248,148,5,CZ6P4B,3,1,0,2,1
1815,2,18,7.00,-16.57,74.95,10,1807,UK,,97,5,6.7,,28.9,,,,,,,,730,133,5,004GPU,3,1,0,2,1
1815,2,18,7.00,-16.57,74.95,10,TIGRIS 2,,,95,5,6.7,,28.9,,,,,,,,248,148,5,CZ6P4L,3,1,0,2,1
1815,2,18,7.00,-16.62,75.07,10,INDUS,,,84,5,9.3,,28.3,,,,,,,,248,148,5,CZ6P4M,3,1,0,2,1
1815,2,18,7.00,-18.08,75.90,10,LORD KEIT,,,,5,,,27.2,,,,,,,,248,148,5,CZ6P4N,3,1,0,2,1
1815,2,19,7.00,-18.12,74.22,10,1807,UK,,,5,,,28.9,,,,,,,,730,133,5,004GPX,3,1,0,2,1
1815,2,19,7.00,-18.12,74.22,10,TIGRIS 2,,,,5,,,28.9,,,,,,,,248,148,5,CZ6P4W,3,1,0,2,1
1815,2,19,7.00,-18.13,74.50,10,INDUS,,,,,,,27.8,,,,,,,,248,148,5,CZ6P4X,3,1,0,2,1
1815,2,19,7.00,-19.02,75.58,10,LORD KEIT,,,,,,,27.8,,,,,,,,248,148,5,CZ6P4Y,3,1,0,2,1
1815,2,20,7.00,-19.17,74.08,10,INDUS,,,106,5,6.7,,27.8,,,,,,,,248,148,5,CZ6P5A,3,1,0,2,1
1815,2,20,7.00,-19.20,73.87,10,1807,UK,,107,5,6.7,,28.9,,,,,,,,730,133,5,004GQ0,3,1,0,2,1
1815,2,20,7.00,-19.20,73.87,10,TIGRIS 2,,,105,5,6.7,,28.9,,,,,,,,248,148,5,CZ6P5B,3,1,0,2,1
1815,2,20,7.00,-19.62,75.15,10,LORD KEIT,,,84,5,2.6,,27.8,,,,,,,,248,148,5,CZ6P5C,3,1,0,2,1
1815,2,21,7.00,-20.27,74.48,10,LORD KEIT,,,84,5,2.6,,28.3,,,,,,,,248,148,5,CZ6P5R,3,1,0,2,1
1815,2,21,7.00,-20.48,73.26,10,1807,UK,,,5,,,28.9,,,,,,,,730,133,5,004GQ3,3,1,0,2,1
1815,2,21,7.00,-20.48,75.37,10,TIGRIS 2,,,,5,,,28.9,,,,,,,,248,148,5,CZ6P5S,3,1,0,2,1
1815,2,21,7.00,-20.53,73.38,10,INDUS,,,,5,,1009.3,27.8,,,,,,,,248,148,5,CZ6P5T,3,1,0,2,1
1815,2,22,7.00,-21.20,73.62,10,LORD KEIT,,,34,5,6.7,1006.0,27.8,,,,,,,,248,148,5,CZ6P67,3,1,0,2,1
1815,2,22,7.00,-21.45,72.62,10,TIGRIS 2,,,,,,,28.9,,,,,,,,248,148,5,CZ6P68,3,1,0,2,1
1815,2,22,7.00,-21.45,72.65,10,1807,UK,,39,5,2.6,,28.9,,,,,,,,730,133,5,004GQ7,3,1,0,2,1
1815,2,22,7.00,-21.45,72.77,10,INDUS,,,,,,,27.8,,,,,,,,248,148,5,CZ6P69,3,1,0,2,1
1815,2,23,7.00,-22.03,72.07,10,LORD KEIT,,,,,,1006.1,27.8,,,,,,,,248,148,5,CZ6P6N,3,1,0,2,1
1815,2,23,7.00,-22.43,71.47,10,1807,UK,,,5,,,28.9,,,,,,,,730,133,5,004GQB,3,1,0,2,1
1815,2,23,7.00,-22.43,71.47,10,TIGRIS 2,,,,5,,,28.9,,,,,,,,248,148,5,CZ6P6O,3,1,0,2,1
1815,2,23,7.00,-22.47,71.65,10,INDUS,,,34,5,6.7,1009.4,27.8,,,,,,,,248,148,5,CZ6P6P,3,1,0,2,1
1815,2,24,7.00,-22.50,70.40,10,LORD KEIT,,,68,5,1.0,1005.7,30.0,,,,,,,,248,148,5,CZ6P73,3,1,0,2,1
1815,2,24,7.00,-23.47,70.60,10,INDUS,,,135,5,6.7,1009.5,27.8,,,,,,,,248,148,5,CZ6P74,3,1,0,2,1
1815,2,24,7.00,-23.50,70.40,10,1807,UK,,,5,,,28.3,,,,,,,,730,133,5,004GQG,3,1,0,2,1
1815,2,24,7.00,-23.50,70.40,10,TIGRIS 2,,,,5,,,28.3,,,,,,,,248,148,5,CZ6P75,3,1,0,2,1
1815,2,25,7.00,-23.07,68.97,10,LORD KEIT,,,,,,1006.0,28.3,,,,,,,,248,148,5,CZ6P7K,3,1,0,2,1
1815,2,25,7.00,-24.42,69.02,10,1807,UK,,57,5,6.7,,28.3,,,,,,,,730,133,5,004GQL,3,1,0,2,1
1815,2,25,7.00,-24.42,69.02,10,TIGRIS 2,,,56,5,6.7,,28.3,,,,,,,,248,148,5,CZ6P7L,3,1,0,2,1
1815,2,25,7.00,-24.43,69.15,10,INDUS,,,,,,1011.3,27.8,,,,,,,,248,148,5,CZ6P7M,3,1,0,2,1
1815,2,26,7.00,-25.10,67.72,10,INDUS,,,,,,1009.5,28.3,,,,,,,,248,148,5,CZ6P7Z,3,1,0,2,1
1815,2,26,8.00,-23.88,67.22,10,LORD KEIT,,,,5,,1006.1,28.3,,,,,,,,248,148,5,CZ6P80,3,1,0,2,1
1815,2,26,8.00,-25.13,67.48,10,1807,UK,,55,5,2.6,,28.9,,,,,,,,730,133,5,004GQQ,3,1,0,2,1
1815,2,26,8.00,-25.13,67.48,10,TIGRIS 2,,,,,,,28.9,,,,,,,,248,148,5,CZ6P81,3,1,0,2,1
1815,2,27,8.00,-24.52,65.68,10,LORD KEIT,,,77,5,9.3,,28.3,,,,,,,,248,148,5,CZ6P8D,3,1,0,2,1
1815,2,27,8.00,-25.62,66.50,10,INDUS,,,55,5,6.7,1009.7,27.8,,,,,,,,248,148,5,CZ6P8E,3,1,0,2,1
1815,2,27,8.00,-25.95,66.48,10,1807,UK,,,5,,,28.3,,,,,,,,730,133,5,004GQV,3,1,0,2,1
1815,2,27,8.00,-25.95,66.48,10,TIGRIS 2,,,,,,,28.3,,,,,,,,248,148,5,CZ6P8F,3,1,0,2,1
1815,2,28,8.00,-24.93,64.15,10,LORD KEIT,,,,,,,27.8,,,,,,,,248,148,5,CZ6P8R,3,1,0,2,1
1815,2,28,8.00,-25.90,65.47,10,INDUS,,,,5,,1009.7,27.8,,,,,,,,248,148,5,CZ6P8S,3,1,0,2,1
1815,2,28,8.00,-25.98,65.35,10,1807,UK,,,,,,28.3,,,,,,,,730,133,5,004GR0,3,1,0,2,1
1815,2,28,8.00,-25.98,65.35,10,TIGRIS 2,,,,,,,28.3,,,,,,,,248,148,5,CZ6P8T,3,1,0,2,1
1815,3,1,8.00,-25.50,62.10,10,LORD KEIT,,,86,5,9.3,,27.8,,,,,,,,248,148,5,CZ6P95,3,1,0,2,1
1815,3,1,8.00,-26.53,63.47,10,INDUS,,,,5,,1009.8,27.2,,,,,,,,248,148,5,CZ6P96,3,1,0,2,1
1815,3,1,8.00,-26.72,63.28,10,1807,UK,,,,,,28.3,,,,,,,,730,133,5,004GR5,3,1,0,2,1
1815,3,1,8.00,-26.72,63.28,10,TIGRIS 2,,,,,,,28.3,,,,,,,,248,148,5,CZ6P97,3,1,0,2,1
1815,3,2,8.00,-26.13,59.00,10,LORD KEIT,,,105,5,9.3,,28.3,,,,,,,,248,148,5,CZ6P9J,3,1,0,2,1
1815,3,2,8.00,-26.83,60.60,10,INDUS,,,116,5,12.3,1009.9,26.7,,,,,,,,248,148,5,CZ6P9K,3,1,0,2,1
1815,3,2,8.00,-26.92,60.35,10,1807,UK,,75,5,9.3,,27.8,,,,,,,,730,133,5,004GRB,3,1,0,2,1
1815,3,2,8.00,-26.92,60.35,10,TIGRIS 2,,,71,5,9.3,,27.8,,,,,,,,248,148,5,CZ6P9L,3,1,0,2,1
1815,3,3,6.00,-13.57,83.92,10,BOMBAY,,,,,,,27.2,,,,,,,,248,148,5,CZ6P9R,3,1,0,2,1
1815,3,3,6.00,-19.35,83.35,10,WEXFORD,,,,5,,,26.7,,,,,,,,248,148,5,CZ6P9S,3,1,0,2,1
1815,3,3,7.00,-19.33,82.18,10,DORSETSHI,,,107,5,12.3,,28.1,,,,,,,,248,148,5,CZ6P9T,3,1,0,2,1
1815,3,3,7.00,-19.35,82.35,10,LDY MLVIL,,,,,,,26.7,,,,,,,,248,148,5,CZ6P9V,3,1,0,2,1
1815,3,3,7.00,-19.38,82.28,10,THOMAS GR,,,85,5,12.3,1011.3,27.8,,,,,,,,248,148,5,CZ6P9W,3,1,0,2,1
1815,3,3,7.00,-19.38,82.38,10,CABALVA,,,,,,,27.8,,,,,,,,248,148,5,CZ6P9X,3,1,0,2,1
1815,3,3,7.00,-19.47,82.35,10,NEPTUNE 5,,,,5,,,26.7,,,,,,,,248,148,5,CZ6P9Y,3,1,0,2,1
1815,3,3,8.00,-26.52,55.87,10,LORD KEIT,,,136,5,12.3,,26.1,,,,,,,,248,148,5,CZ6P9Z,3,1,0,2,1
1815,3,3,8.00,-27.17,57.83,10,INDUS,,,,5,,,26.1,,,,,,,,248,148,5,CZ6PA0,3,1,0,2,1
1815,3,3,8.00,-27.28,57.33,10,1807,UK,,117,5,9.3,,26.7,,,,,,,,730,133,5,004GRH,3,1,0,2,1
1815,3,3,8.00,-27.28,57.33,10,TIGRIS 2,,,,5,,,26.7,,,,,,,,248,148,5,CZ6PA1,3,1,0,2,1
1815,3,4,7.00,-12.12,81.28,10,BOMBAY,,,,,,,27.2,,,,,,,,248,148,5,CZ6PA9,3,1,0,2,1
1815,3,4,7.00,-19.78,79.28,10,DORSETSHI,,,96,5,12.3,,26.1,,,,,,,,248,148,5,CZ6PAA,3,1,0,2,1
1815,3,4,7.00,-19.87,79.45,10,LDY MLVIL,,,,,,,26.1,,,,,,,,248,148,5,CZ6PAB,3,1,0,2,1
1815,3,4,7.00,-19.88,79.38,10,WNCHLSE 3,,,,5,,,26.7,,,,,,,,248,148,5,CZ6PAC,3,1,0,2,1
1815,3,4,7.00,-19.88,79.50,10,CABALVA,,,,,,,28.1,,,,,,,,248,148,5,CZ6PAD,3,1,0,2,1
1815,3,4,7.00,-19.90,79.42,10,NEPTUNE 5,,,,5,,,25.6,,,,,,,,248,148,5,CZ6PAE,3,1,0,2,1
1815,3,4,7.00,-19.92,79.40,10,THOMAS GR,,,107,5,9.3,1008.9,27.8,,,,,,,,248,148,5,CZ6PAF,3,1,0,2,1
1815,3,4,8.00,-27.55,52.70,10,LORD KEIT,,,123,5,6.7,,24.4,,,,,,,,248,148,5,CZ6PAH,3,1,0,2,1
1815,3,4,8.00,-27.63,54.10,10,INDUS,,,,5,,1010.4,24.4,,,,,,,,248,148,5,CZ6PAI,3,1,0,2,1
1815,3,4,8.00,-27.73,54.07,10,1807,UK,,114,5,9.3,,26.1,,,,,,,,730,133,5,004GRN,3,1,0,2,1
1815,3,4,8.00,-27.73,54.07,10,TIGRIS 2,,,114,5,9.3,,26.1,,,,,,,,248,148,5,CZ6PAJ,3,1,0,2,1
1815,3,5,7.00,-9.92,80.02,10,BOMBAY,,,224,5,2.6,,27.8,,,,,,,,248,148,5,CZ6PAR,3,1,0,2,1
1815,3,5,7.00,-20.30,76.67,10,DORSETSHI,,,61,5,9.3,,26.4,,,,,,,,248,148,5,CZ6PAS,3,1,0,2,1
1815,3,5,7.00,-20.30,76.73,10,WNCHLSE 3,,,,5,,,28.9,,,,,,,,248,148,5,CZ6PAT,3,1,0,2,1
1815,3,5,7.00,-20.32,76.80,10,LDY MLVIL,,,61,5,9.3,,26.7,,,,,,,,248,148,5,CZ6PAU,3,1,0,2,1
1815,3,5,7.00,-20.33,77.47,10,WEXFORD,,,,5,,,26.1,,,,,,,,248,148,5,CZ6PAV,3,1,0,2,1
1815,3,5,7.00,-20.35,76.83,10,NEPTUNE 5,,,,,,,25.6,,,,,,,,248,148,5,CZ6PAW,3,1,0,2,1
1815,3,5,7.00,-20.37,76.70,10,THOMAS GR,,,,,,1010.1,27.2,,,,,,,,248,148,5,CZ6PAX,3,1,0,2,1
1815,3,5,7.00,-20.37,76.92,10,CABALVA,,,,,,,28.9,,,,,,,,248,148,5,CZ6PAY,3,1,0,2,1
1815,3,5,9.00,-27.82,51.35,10,INDUS,,,,,,1010.4,24.4,,,,,,,,248,148,5,CZ6PAZ,3,1,0,2,1
1815,3,5,9.00,-27.85,51.45,10,1807,UK,,,,,,24.4,,,,,,,,730,133,5,004GRS,3,1,0,2,1
1815,3,5,9.00,-27.85,51.45,10,TIGRIS 2,,,,,,,24.4,,,,,,,,248,148,5,CZ6PB0,3,1,0,2,1
1815,3,5,9.00,-28.05,50.13,10,LORD KEIT,,,179,5,6.7,,25.0,,,,,,,,248,148,5,CZ6PB1,3,1,0,2,1
1815,3,6,7.00,-7.93,79.50,10,BOMBAY,,,,,,,27.2,,,,,,,,248,148,5,CZ6PBC,3,1,0,2,1
1815,3,6,7.00,-21.73,74.07,10,DORSETSHI,,,,,,,27.6,,,,,,,,248,148,5,CZ6PBE,3,1,0,2,1
1815,3,6,7.00,-21.75,74.07,10,LDY MLVIL,,,,,,,26.7,,,,,,,,248,148,5,CZ6PBF,3,1,0,2,1
1815,3,6,7.00,-21.77,74.20,10,CABALVA,,,,5,,,28.3,,,,,,,,248,148,5,CZ6PBG,3,1,0,2,1
1815,3,6,7.00,-21.78,74.15,10,WNCHLSE 3,,,,5,,1005.9,28.9,,,,,,,,248,148,5,CZ6PBH,3,1,0,2,1
1815,3,6,7.00,-21.82,74.07,10,NEPTUNE 5,,,,5,,,26.7,,,,,,,,248,148,5,CZ6PBI,3,1,0,2,1
1815,3,6,7.00,-21.83,74.10,10,THOMAS GR,,,,5,,1008.1,27.8,,,,,,,,248,148,5,CZ6PBJ,3,1,0,2,1
1815,3,6,9.00,-28.17,49.65,10,INDUS,,,,,,1005.3,24.4,,,,,,,,248,148,5,CZ6PBK,3,1,0,2,1
1815,3,6,9.00,-28.30,49.57,10,1807,UK,,,,,,24.4,,,,,,,,730,133,5,004GRX,3,1,0,2,1
1815,3,6,9.00,-28.30,49.57,10,TIGRIS 2,,,,,,,24.4,,,,,,,,248,148,5,CZ6PBL,3,1,0,2,1
1815,3,6,9.00,-28.33,48.42,10,LORD KEIT,,,,,,,25.0,,,,,,,,248,148,5,CZ6PBM,3,1,0,2,1
1815,3,7,7.00,-6.27,79.15,10,BOMBAY,,,,,,,27.8,,,,,,,,248,148,5,CZ6PBX,3,1,0,2,1
1815,3,7,7.00,-22.70,70.88,10,DORSETSHI,,,56,5,9.3,,28.2,,,,,,,,248,148,5,CZ6PBY,3,1,0,2,1
1815,3,7,7.00,-22.72,70.88,10,WNCHLSE 3,,,,5,,1006.1,27.8,,,,,,,,248,148,5,CZ6PBZ,3,1,0,2,1
1815,3,7,7.00,-22.72,71.00,10,NEPTUNE 5,,,,5,,,26.7,,,,,,,,248,148,5,CZ6PC0,3,1,0,2,1
1815,3,7,7.00,-22.72,71.10,10,WEXFORD,,,,5,,,27.2,,,,,,,,248,148,5,CZ6PC1,3,1,0,2,1
1815,3,7,7.00,-22.75,70.98,10,LDY MLVIL,,,,,,,27.5,,,,,,,,248,148,5,CZ6PC2,3,1,0,2,1
1815,3,7,7.00,-22.75,71.08,10,CABALVA,,,,5,,1004.6,28.6,,,,,,,,248,148,5,CZ6PC3,3,1,0,2,1
1815,3,7,7.00,-22.78,70.88,10,THOMAS GR,,,45,5,6.7,1012.4,28.3,,,,,,,,248,148,5,CZ6PC4,3,1,0,2,1
1815,3,7,9.00,-28.73,46.78,10,LORD KEIT,,,65,5,2.6,1005.1,26.1,,,,,,,,248,148,5,CZ6PC5,3,1,0,2,1
1815,3,7,9.00,-28.83,48.07,10,INDUS,,,,5,,,24.4,,,,,,,,248,148,5,CZ6PC6,3,1,0,2,1
1815,3,7,9.00,-28.90,48.17,10,1807,UK,,67,5,2.6,,23.9,,,,,,,,730,133,5,004GS2,3,1,0,2,1
1815,3,7,9.00,-28.90,48.17,10,TIGRIS 2,,,65,5,2.6,,23.9,,,,,,,,248,148,5,CZ6PC7,3,1,0,2,1
1815,3,8,7.00,-5.18,80.05,10,BOMBAY,,,,,,,27.8,,,,,,,,248,148,5,CZ6PCI,3,1,0,2,1
1815,3,8,7.00,-23.27,69.28,10,WNCHLSE 3,,,,,,1006.1,27.8,,,,,,,,248,148,5,CZ6PCJ,3,1,0,2,1
1815,3,8,7.00,-23.28,68.88,10,NEPTUNE 5,,,10,5,9.3,1005.6,26.7,,,,,,,,248,148,5,CZ6PCK,3,1,0,2,1
1815,3,8,7.00,-23.32,68.93,10,CABALVA,,,,,,1006.2,27.2,,,,,,,,248,148,5,CZ6PCL,3,1,0,2,1
1815,3,8,7.00,-23.35,68.83,10,LDY MLVIL,,,,,,1006.2,27.2,,,,,,,,248,148,5,CZ6PCM,3,1,0,2,1
1815,3,8,7.00,-23.38,68.77,10,THOMAS GR,,,32,5,6.7,1014.1,28.3,,,,,,,,248,148,5,CZ6PCO,3,1,0,2,1
1815,3,8,7.00,-23.43,68.73,10,DORSETSHI,,,,,,,27.1,,,,,,,,248,148,5,CZ6PCP,3,1,0,2,1
1815,3,8,9.00,-28.45,46.17,10,LORD KEIT,,,166,5,15.4,1007.1,23.9,,,,,,,,248,148,5,CZ6PCQ,3,1,0,2,1
1815,3,8,9.00,-28.78,47.05,10,INDUS,,,166,5,12.3,1014.2,22.2,,,,,,,,248,148,5,CZ6PCR,3,1,0,2,1
1815,3,8,9.00,-28.92,47.02,10,1807,UK,,178,5,7.3,,23.3,,,,,,,,730,133,5,004GS7,3,1,0,2,1
1815,3,8,9.00,-28.92,47.02,10,TIGRIS 2,,,177,5,12.3,,23.3,,,,,,,,248,148,5,CZ6PCS,3,1,0,2,1
1815,3,9,7.00,-4.25,80.80,10,BOMBAY,,,315,5,9.3,,27.8,,,,,,,,248,148,5,CZ6PD3,3,1,0,2,1
