station,name,region,country,latitude,longitude,elevation,year,month,reading
48648.5,KUALA LUMPUR (TANGLIN HOSP),,MALAYSIA,3.15,101.68,39,1885,february,37.0
48692.1,MACRITCHIE RES.,,SINGAPORE,1.4,103.8,8,1885,january,20.0
48692.1,MACRITCHIE RES.,,SINGAPORE,1.4,103.8,8,1885,february,123.0
48694,SINGAPORE,,SINGAPORE,1.3,103.9,18,1885,january,56.1
48694,SINGAPORE,,SINGAPORE,1.3,103.9,18,1885,february,142.0
94117.1,DALY RIVER MISSION    WAS 01,,AUSTRALIA,-13.75,130.68,67,1885,january,
94117.1,DALY RIVER MISSION    WAS 01,,AUSTRALIA,-13.75,130.68,67,1885,february,
94120.1,DELISSAVILLE (DARWIN),,AUSTRALIA,-12.55,130.7,15,1885,january,532.5
94120.1,DELISSAVILLE (DARWIN),,AUSTRALIA,-12.55,130.7,15,1885,february,461.7
94120.3,BOTANICAL GARDENS (DARWIN),,AUSTRALIA,-12.45,130.83,15,1885,january,434.0
94120.3,BOTANICAL GARDENS (DARWIN),,AUSTRALIA,-12.45,130.83,15,1885,february,474.5
94132,KATHERINE(COUNCIL DEPOT)WAS 01,,AUSTRALIA,-14.48,132.27,103,1885,january,234.9
94132,KATHERINE(COUNCIL DEPOT)WAS 01,,AUSTRALIA,-14.48,132.27,103,1885,february,268.9
94132.2,PINE CREEK POST OFFICE  WAS 01,,AUSTRALIA,-13.82,131.83,189,1885,january,269.8
94132.2,PINE CREEK POST OFFICE  WAS 01,,AUSTRALIA,-13.82,131.83,189,1885,february,485.2
94237.3,ELSEY STATION    WAS 01,,AUSTRALIA,-14.97,133.33,107,1885,january,298.9
94237.3,ELSEY STATION    WAS 01,,AUSTRALIA,-14.97,133.33,107,1885,february,255.0
96011,BLANG BINTANG BANDA,,INDONESIA,5.52,95.43,21,1885,january,36.0
96011,BLANG BINTANG BANDA,,INDONESIA,5.52,95.43,21,1885,february,91.0
96035,POLONIA-MEDAN,,INDONESIA,3.57,98.48,27,1885,january,27.0
96035,POLONIA-MEDAN,,INDONESIA,3.57,98.48,27,1885,february,41.0
96091,TANJUNGPINANG,,INDONESIA,0.9,104.5,18,1885,january,214.0
96091,TANJUNGPINANG,,INDONESIA,0.9,104.5,18,1885,february,228.0
96163.3,PAYAKUMBUH,,INDONESIA,-0.22,100.62,512,1885,january,109.0
96163.3,PAYAKUMBUH,,INDONESIA,-0.22,100.62,512,1885,february,281.0
96413,KUCHING MET.STATION,,MALAYSIA,1.5,110.3,26,1885,january,581.0
96413,KUCHING MET.STATION,,MALAYSIA,1.5,110.3,26,1885,february,404.0
96491,SANDAKAN MET.,,MALAYSIA,5.8,118.1,14,1885,january,145.3
96491,SANDAKAN MET.,,MALAYSIA,5.8,118.1,14,1885,february,50.5
96533.2,SINGKAWANG,,INDONESIA,0.92,109.0,3,1885,january,363.0
96533.2,SINGKAWANG,,INDONESIA,0.92,109.0,3,1885,february,386.0
96581,PONTIANAK,,INDONESIA,-0.1,109.4,3,1885,january,424.0
96581,PONTIANAK,,INDONESIA,-0.1,109.4,3,1885,february,208.0
96597.1,BUNTOK,,INDONESIA,-1.68,114.8,25,1885,january,329.0
96597.1,BUNTOK,,INDONESIA,-1.68,114.8,25,1885,february,278.0
96639.2,BARABAI,,INDONESIA,-2.62,115.45,20,1885,january,145.0
96639.2,BARABAI,,INDONESIA,-2.62,115.45,20,1885,february,226.0
96685.6,PENGARON,,INDONESIA,-3.27,115.07,30,1885,january,306.0
96685.6,PENGARON,,INDONESIA,-3.27,115.07,30,1885,february,162.0
96745,JAKARTA OBSERV.,,INDONESIA,-6.17,106.82,7,1885,january,515.0
96745,JAKARTA OBSERV.,,INDONESIA,-6.17,106.82,7,1885,february,431.0
96753.1,BOGOREMPANG,,INDONESIA,-6.6,106.78,240,1885,january,749.0
96753.1,BOGOREMPANG,,INDONESIA,-6.6,106.78,240,1885,february,697.0
96781.2,CIANJUR,,INDONESIA,-6.82,107.45,439,1885,january,336.0
96781.2,CIANJUR,,INDONESIA,-6.82,107.45,439,1885,february,268.0
96935.2,PASURAN,,INDONESIA,-7.63,112.82,4,1885,january,118.0
96935.2,PASURAN,,INDONESIA,-7.63,112.82,4,1885,february,479.0
96987.17,NEGARA,,INDONESIA,-8.33,114.65,8,1885,january,245.0
96987.17,NEGARA,,INDONESIA,-8.33,114.65,8,1885,february,170.0
97014,MAPANGET/MANADO,,INDONESIA,1.5,124.9,80,1885,january,119.0
97014,MAPANGET/MANADO,,INDONESIA,1.5,124.9,80,1885,february,281.0
97180.11,ALOE,,INDONESIA,-5.63,119.62,3,1885,january,255.0
97180.11,ALOE,,INDONESIA,-5.63,119.62,3,1885,february,314.0
97180.13,BENTENG,,INDONESIA,-6.12,120.47,1,1885,january,376.0
97180.13,BENTENG,,INDONESIA,-6.12,120.47,1,1885,february,208.0
97180.2,SINJAI,,INDONESIA,-5.13,120.23,5,1885,january,130.0
97180.2,SINJAI,,INDONESIA,-5.13,120.23,5,1885,february,117.0
97180.9,SEGERI,,INDONESIA,-4.63,119.5,3,1885,january,603.0
97180.9,SEGERI,,INDONESIA,-4.63,119.5,3,1885,february,515.0
97372,PENFUI/KUPANG,,INDONESIA,-10.2,123.7,111,1885,january,512.0
97372,PENFUI/KUPANG,,INDONESIA,-10.2,123.7,111,1885,february,408.0
97722,AMAHAI,,INDONESIA,-3.35,128.88,10,1885,january,72.0
97722,AMAHAI,,INDONESIA,-3.35,128.88,10,1885,february,99.0
97724.1,PATTIMURA/AMBON,,INDONESIA,-3.7,128.1,12,1885,january,50.0
97724.1,PATTIMURA/AMBON,,INDONESIA,-3.7,128.1,12,1885,february,126.0
97724.2,PIRU,,INDONESIA,-3.07,128.18,7,1885,january,329.0
97724.2,PIRU,,INDONESIA,-3.07,128.18,7,1885,february,278.0
97790.1,BANDA,,INDONESIA,-4.53,129.88,656,1885,january,229.0
97790.1,BANDA,,INDONESIA,-4.53,129.88,656,1885,february,279.0
98425,MANILA/PORT AREA,,PHILIPPINES,14.6,121.0,16,1885,january,2.0
98425,MANILA/PORT AREA,,PHILIPPINES,14.6,121.0,16,1885,february,0.0
