ID,Location Name,Latitude,Longitude,Date,Annual Rainfall (mm),Annual Avg Rainfall (mm)
931,NEW NORCIA(NEW NORCIA POST OFF(AUSTRALIA),-30.97N,116.22E,1882-9-01,553.9,516.8212
932,NEW NORCIA(NEW NORCIA POST OFF(AUSTRALIA),-30.97N,116.22E,1883-9-01,272.1,516.8212
933,NEW NORCIA(NEW NORCIA POST OFF(AUSTRALIA),-30.97N,116.22E,1884-9-01,615.8,516.8212
934,TOODYAY (TOODYAY POST OFFICE) (AUSTRALIA),-31.55N,116.47E,1882-9-01,326.8,521.5772
937,YORK (YORK POST OFFICE) (AUSTRALIA),-31.88N,116.75E,1882-9-01,528.2,447.0819
938,YORK (YORK POST OFFICE) (AUSTRALIA),-31.88N,116.75E,1883-9-01,527.8,447.0819
939,YORK (YORK POST OFFICE) (AUSTRALIA),-31.88N,116.75E,1884-9-01,576.1,447.0819
940,EUCLA (EUCLA) (AUSTRALIA),-31.68N,128.87E,1882-9-01,215.5,259.3561
941,EUCLA (EUCLA) (AUSTRALIA),-31.68N,128.87E,1883-9-01,255.4,259.3561
942,EUCLA (EUCLA) (AUSTRALIA),-31.68N,128.87E,1884-9-01,251.7,259.3561
943,STREAKY BAY POST OFFICE (AUSTRALIA),-32.80N,134.22E,1882-9-01,520.0,377.9285
944,STREAKY BAY POST OFFICE (AUSTRALIA),-32.80N,134.22E,1883-9-01,354.5,377.9285
945,STREAKY BAY POST OFFICE (AUSTRALIA),-32.80N,134.22E,1884-9-01,440.0,377.9285
946,ELLISTON POST OFFICE (AUSTRALIA),-33.65N,134.88E,1882-9-01,404.4,426.5101
947,ELLISTON POST OFFICE (AUSTRALIA),-33.65N,134.88E,1883-9-01,353.7,426.5101
948,ELLISTON POST OFFICE (AUSTRALIA),-33.65N,134.88E,1884-9-01,421.4,426.5101
949,YARDEA (AUSTRALIA),-32.38N,135.52E,1882-9-01,294.5,270.7243
950,YARDEA (AUSTRALIA),-32.38N,135.52E,1883-9-01,222.8,270.7243
951,YARDEA (AUSTRALIA),-32.38N,135.52E,1884-9-01,237.0,270.7243
952,COULTA (AUSTRALIA),-34.38N,135.47E,1882-9-01,613.1,518.0745
953,COULTA (AUSTRALIA),-34.38N,135.47E,1883-9-01,483.4,518.0745
954,COULTA (AUSTRALIA),-34.38N,135.47E,1884-9-01,634.4,518.0745
955,LAKE HAMILTON (AUSTRALIA),-33.95N,135.27E,1882-9-01,506.0,435.0948
956,LAKE HAMILTON (AUSTRALIA),-33.95N,135.27E,1883-9-01,291.5,435.0948
957,LAKE HAMILTON (AUSTRALIA),-33.95N,135.27E,1884-9-01,461.7,435.0948
958,WOOMERA (ARCOONA) (AUSTRALIA),-31.03N,137.05E,1882-9-01,103.4,157.6939
959,WOOMERA (ARCOONA) (AUSTRALIA),-31.03N,137.05E,1883-9-01,85.3,157.6939
961,OAKDEN HILLS (AUSTRALIA),-31.67N,137.03E,1882-9-01,117.2,176.2671
962,OAKDEN HILLS (AUSTRALIA),-31.67N,137.03E,1883-9-01,119.8,176.2671
963,OAKDEN HILLS (AUSTRALIA),-31.67N,137.03E,1884-9-01,126.5,176.2671
964,PORT LINCOLN POST OFFICE (AUSTRALIA),-34.73N,135.87E,1882-9-01,633.2,489.2367
965,PORT LINCOLN POST OFFICE (AUSTRALIA),-34.73N,135.87E,1883-9-01,377.6,489.2367
966,PORT LINCOLN POST OFFICE (AUSTRALIA),-34.73N,135.87E,1884-9-01,572.6,489.2367
967,WAROOKA POST OFFICE (AUSTRALIA),-35.00N,137.40E,1882-9-01,470.3,445.2957
968,WAROOKA POST OFFICE (AUSTRALIA),-35.00N,137.40E,1883-9-01,388.8,445.2957
969,WAROOKA POST OFFICE (AUSTRALIA),-35.00N,137.40E,1884-9-01,425.1,445.2957
970,MINLATON POST OFFICE (AUSTRALIA),-34.77N,137.60E,1882-9-01,517.9,428.961
971,MINLATON POST OFFICE (AUSTRALIA),-34.77N,137.60E,1883-9-01,400.8,428.961
972,MINLATON POST OFFICE (AUSTRALIA),-34.77N,137.60E,1884-9-01,351.4,428.961
973,MAITLAND POST OFFICE (AUSTRALIA),-34.38N,137.68E,1882-9-01,633.1,502.6263
974,MAITLAND POST OFFICE (AUSTRALIA),-34.38N,137.68E,1883-9-01,574.5,502.6263
975,MAITLAND POST OFFICE (AUSTRALIA),-34.38N,137.68E,1884-9-01,502.3,502.6263
976,ARDROSSAN POST OFFICE (AUSTRALIA),-34.42N,137.92E,1882-9-01,415.7,344.8974
977,ARDROSSAN POST OFFICE (AUSTRALIA),-34.42N,137.92E,1883-9-01,346.9,344.8974
978,ARDROSSAN POST OFFICE (AUSTRALIA),-34.42N,137.92E,1884-9-01,421.7,344.8974
979,PORT VICTORIA (AUSTRALIA),-34.50N,137.48E,1882-9-01,469.2,377.3294
980,PORT VICTORIA (AUSTRALIA),-34.50N,137.48E,1883-9-01,434.1,377.3294
981,PORT VICTORIA (AUSTRALIA),-34.50N,137.48E,1884-9-01,352.2,377.3294
982,QUORN (OLIVE GROVE) (AUSTRALIA),-32.47N,138.02E,1882-9-01,522.2,439.6475
983,QUORN (OLIVE GROVE) (AUSTRALIA),-32.47N,138.02E,1883-9-01,455.4,439.6475
984,QUORN (OLIVE GROVE) (AUSTRALIA),-32.47N,138.02E,1884-9-01,315.0,439.6475
985,QUORN POST OFFICE (AUSTRALIA),-32.35N,138.03E,1882-9-01,448.5,329.656
986,QUORN POST OFFICE (AUSTRALIA),-32.35N,138.03E,1883-9-01,428.6,329.656
987,QUORN POST OFFICE (AUSTRALIA),-32.35N,138.03E,1884-9-01,314.1,329.656
988,WILMINGTON POST OFFICE (AUSTRALIA),-32.65N,138.10E,1882-9-01,567.5,441.2977
989,WILMINGTON POST OFFICE (AUSTRALIA),-32.65N,138.10E,1883-9-01,567.2,441.2977
990,WILMINGTON POST OFFICE (AUSTRALIA),-32.65N,138.10E,1884-9-01,356.6,441.2977
991,KADINA POST OFFICE (AUSTRALIA),-33.97N,137.72E,1882-9-01,458.3,388.2189
992,KADINA POST OFFICE (AUSTRALIA),-33.97N,137.72E,1883-9-01,362.4,388.2189
993,KADINA POST OFFICE (AUSTRALIA),-33.97N,137.72E,1884-9-01,303.0,388.2189
994,MOONTA POST OFFICE (AUSTRALIA),-34.07N,137.58E,1882-9-01,490.0,370.7982
995,MOONTA POST OFFICE (AUSTRALIA),-34.07N,137.58E,1883-9-01,404.6,370.7982
996,MOONTA POST OFFICE (AUSTRALIA),-34.07N,137.58E,1884-9-01,333.5,370.7982
997,WALLAROO POST OFFICE (AUSTRALIA),-33.93N,137.63E,1882-9-01,444.4,359.6165
998,WALLAROO POST OFFICE (AUSTRALIA),-33.93N,137.63E,1883-9-01,381.3,359.6165
999,WALLAROO POST OFFICE (AUSTRALIA),-33.93N,137.63E,1884-9-01,264.6,359.6165
1000,PORT CLINTON (YARAROO) (AUSTRALIA),-34.15N,138.02E,1882-9-01,423.0,388.9413
1001,PORT CLINTON (YARAROO) (AUSTRALIA),-34.15N,138.02E,1883-9-01,394.0,388.9413
1002,PORT CLINTON (YARAROO) (AUSTRALIA),-34.15N,138.02E,1884-9-01,380.5,388.9413
1003,PORT PIRIE BHAS SITE (AUSTRALIA),-33.18N,138.02E,1882-9-01,370.5,343.6085
1004,PORT PIRIE BHAS SITE (AUSTRALIA),-33.18N,138.02E,1883-9-01,367.3,343.6085
1005,PORT PIRIE BHAS SITE (AUSTRALIA),-33.18N,138.02E,1884-9-01,265.7,343.6085
1006,GEORGETOWN POST OFFICE (AUSTRALIA),-33.37N,138.40E,1882-9-01,505.7,472.2205
1007,GEORGETOWN POST OFFICE (AUSTRALIA),-33.37N,138.40E,1883-9-01,524.8,472.2205
1008,GEORGETOWN POST OFFICE (AUSTRALIA),-33.37N,138.40E,1884-9-01,374.8,472.2205
1009,MELROSE POST OFFICE (AUSTRALIA),-32.82N,138.18E,1882-9-01,734.6,581.4412
1010,MELROSE POST OFFICE (AUSTRALIA),-32.82N,138.18E,1883-9-01,682.2,581.4412
1011,MELROSE POST OFFICE (AUSTRALIA),-32.82N,138.18E,1884-9-01,480.3,581.4412
1012,PORT GERMEIN POST OFFICE (AUSTRALIA),-33.02N,138.00E,1882-9-01,321.7,326.1311
1013,PORT GERMEIN POST OFFICE (AUSTRALIA),-33.02N,138.00E,1883-9-01,465.8,326.1311
1014,PORT GERMEIN POST OFFICE (AUSTRALIA),-33.02N,138.00E,1884-9-01,229.8,326.1311
1015,TELOWIE (AUSTRALIA),-33.07N,138.05E,1882-9-01,421.5,349.4827
1016,TELOWIE (AUSTRALIA),-33.07N,138.05E,1883-9-01,455.0,349.4827
1017,TELOWIE (AUSTRALIA),-33.07N,138.05E,1884-9-01,234.2,349.4827
1018,WIRRABARA POST OFFICE (AUSTRALIA),-33.03N,138.27E,1882-9-01,555.0,476.2243
1019,WIRRABARA POST OFFICE (AUSTRALIA),-33.03N,138.27E,1883-9-01,522.4,476.2243
1020,WIRRABARA POST OFFICE (AUSTRALIA),-33.03N,138.27E,1884-9-01,414.7,476.2243
1021,WIRRABARA FOREST RESERVE (AUSTRALIA),-33.08N,138.20E,1882-9-01,801.5,674.6839
1022,WIRRABARA FOREST RESERVE (AUSTRALIA),-33.08N,138.20E,1883-9-01,790.0,674.6839
1023,WIRRABARA FOREST RESERVE (AUSTRALIA),-33.08N,138.20E,1884-9-01,563.9,674.6839
1024,CRYSTAL BROOK (AUSTRALIA),-33.35N,138.20E,1882-9-01,436.4,398.4802
1025,CRYSTAL BROOK (AUSTRALIA),-33.35N,138.20E,1883-9-01,347.5,398.4802
1026,CRYSTAL BROOK (AUSTRALIA),-33.35N,138.20E,1884-9-01,311.0,398.4802
1027,GLADSTONE POST OFFICE (AUSTRALIA),-33.27N,138.35E,1882-9-01,388.4,414.6548
1028,GLADSTONE POST OFFICE (AUSTRALIA),-33.27N,138.35E,1883-9-01,398.1,414.6548
1029,GLADSTONE POST OFFICE (AUSTRALIA),-33.27N,138.35E,1884-9-01,352.0,414.6548
1030,LAURA POST OFFICE (AUSTRALIA),-33.18N,138.30E,1882-9-01,541.6,455.5225
1031,LAURA POST OFFICE (AUSTRALIA),-33.18N,138.30E,1883-9-01,454.5,455.5225
1032,LAURA POST OFFICE (AUSTRALIA),-33.18N,138.30E,1884-9-01,446.1,455.5225
1033,SNOWTOWN POST OFFICE (AUSTRALIA),-33.78N,138.22E,1882-9-01,423.9,406.5937
1034,SNOWTOWN POST OFFICE (AUSTRALIA),-33.78N,138.22E,1883-9-01,335.5,406.5937
1035,SNOWTOWN POST OFFICE (AUSTRALIA),-33.78N,138.22E,1884-9-01,336.5,406.5937
1036,SNOWTOWN (CONDOWIE) (AUSTRALIA),-33.70N,138.28E,1882-9-01,410.6,347.4914
1037,SNOWTOWN (CONDOWIE) (AUSTRALIA),-33.70N,138.28E,1883-9-01,336.4,347.4914
1038,SNOWTOWN (CONDOWIE) (AUSTRALIA),-33.70N,138.28E,1884-9-01,283.3,347.4914
1039,PORT WAKEFIELD POST OFFICE (AUSTRALIA),-34.18N,138.15E,1882-9-01,281.4,331.3266
1040,PORT WAKEFIELD POST OFFICE (AUSTRALIA),-34.18N,138.15E,1883-9-01,272.9,331.3266
1041,PORT WAKEFIELD POST OFFICE (AUSTRALIA),-34.18N,138.15E,1884-9-01,250.8,331.3266
1042,RED HILL (AUSTRALIA),-33.53N,138.22E,1882-9-01,463.1,418.7526
1043,RED HILL (AUSTRALIA),-33.53N,138.22E,1883-9-01,457.4,418.7526
1044,RED HILL (AUSTRALIA),-33.53N,138.22E,1884-9-01,310.4,418.7526
1045,TWO WELLS POST OFFICE (AUSTRALIA),-34.60N,138.52E,1882-9-01,459.6,399.3443
1046,TWO WELLS POST OFFICE (AUSTRALIA),-34.60N,138.52E,1883-9-01,386.3,399.3443
1047,TWO WELLS POST OFFICE (AUSTRALIA),-34.60N,138.52E,1884-9-01,372.5,399.3443
1048,VIRGINIA POST OFFICE (AUSTRALIA),-34.67N,138.57E,1882-9-01,511.9,434.7183
1049,VIRGINIA POST OFFICE (AUSTRALIA),-34.67N,138.57E,1883-9-01,419.6,434.7183
1050,VIRGINIA POST OFFICE (AUSTRALIA),-34.67N,138.57E,1884-9-01,397.6,434.7183
1051,OLD NOARLUNGA POST OFFICE (AUSTRALIA),-35.18N,138.50E,1882-9-01,581.1,520.5473
1052,OLD NOARLUNGA POST OFFICE (AUSTRALIA),-35.18N,138.50E,1883-9-01,519.4,520.5473
1053,OLD NOARLUNGA POST OFFICE (AUSTRALIA),-35.18N,138.50E,1884-9-01,480.2,520.5473
1054,HAWKER POST OFFICE (AUSTRALIA),-31.88N,138.42E,1882-9-01,358.9,309.29
1055,HAWKER POST OFFICE (AUSTRALIA),-31.88N,138.42E,1883-9-01,242.9,309.29
1056,HAWKER POST OFFICE (AUSTRALIA),-31.88N,138.42E,1884-9-01,280.5,309.29
1057,SOUTH GAP STN (AUSTRALIA),-31.63N,137.62E,1882-9-01,187.8,178.0138
1058,SOUTH GAP STN (AUSTRALIA),-31.63N,137.62E,1883-9-01,149.5,178.0138
1059,SOUTH GAP STN (AUSTRALIA),-31.63N,137.62E,1884-9-01,109.1,178.0138
1060,HAWKER (HOLOWILIENA) (AUSTRALIA),-31.88N,138.83E,1882-9-01,281.5,281.6794
1061,HAWKER (HOLOWILIENA) (AUSTRALIA),-31.88N,138.83E,1883-9-01,200.4,281.6794
1062,HAWKER (HOLOWILIENA) (AUSTRALIA),-31.88N,138.83E,1884-9-01,251.4,281.6794
1063,HAWKER (WARCOWIE) (AUSTRALIA),-31.78N,138.65E,1882-9-01,327.3,305.9087
1064,HAWKER (WARCOWIE) (AUSTRALIA),-31.78N,138.65E,1883-9-01,228.0,305.9087
1065,HAWKER (WARCOWIE) (AUSTRALIA),-31.78N,138.65E,1884-9-01,337.8,305.9087
1066,CURNAMONA (AUSTRALIA),-31.65N,139.55E,1882-9-01,187.5,188.8568
1067,CURNAMONA (AUSTRALIA),-31.65N,139.55E,1883-9-01,113.9,188.8568
1068,CURNAMONA (AUSTRALIA),-31.65N,139.55E,1884-9-01,179.8,188.8568
1069,BELTANA (PASTORAL COY) (AUSTRALIA),-30.83N,138.38E,1882-9-01,265.4,203.2379
1070,BELTANA (PASTORAL COY) (AUSTRALIA),-30.83N,138.38E,1883-9-01,156.5,203.2379
1071,BELTANA (PASTORAL COY) (AUSTRALIA),-30.83N,138.38E,1884-9-01,179.2,203.2379
1072,BLINMAN POST OFFICE (AUSTRALIA),-31.10N,138.68E,1882-9-01,421.2,303.1983
1073,BLINMAN POST OFFICE (AUSTRALIA),-31.10N,138.68E,1883-9-01,267.7,303.1983
1074,BLINMAN POST OFFICE (AUSTRALIA),-31.10N,138.68E,1884-9-01,284.6,303.1983
1075,BLINMAN (WIRREALPA STATION) (AUSTRALIA),-31.13N,138.97E,1882-9-01,277.1,194.2039
1076,BLINMAN (WIRREALPA STATION) (AUSTRALIA),-31.13N,138.97E,1883-9-01,128.3,194.2039
1078,THORNDON PARK RESERVOIR (AUSTRALIA),-34.88N,138.68E,1882-9-01,562.0,573.9236
1079,THORNDON PARK RESERVOIR (AUSTRALIA),-34.88N,138.68E,1883-9-01,505.4,573.9236
1080,THORNDON PARK RESERVOIR (AUSTRALIA),-34.88N,138.68E,1884-9-01,506.3,573.9236
1081,WOOLTANA (AUSTRALIA),-30.42N,139.42E,1882-9-01,128.3,182.8247
1082,WOOLTANA (AUSTRALIA),-30.42N,139.42E,1883-9-01,125.3,182.8247
1084,GOOLWA POST OFFICE (AUSTRALIA),-35.50N,138.78E,1882-9-01,510.6,466.8607
1085,GOOLWA POST OFFICE (AUSTRALIA),-35.50N,138.78E,1883-9-01,488.6,466.8607
1086,GOOLWA POST OFFICE (AUSTRALIA),-35.50N,138.78E,1884-9-01,432.3,466.8607
1087,MILANG POST OFFICE (AUSTRALIA),-35.42N,138.97E,1882-9-01,426.5,392.4504
1088,MILANG POST OFFICE (AUSTRALIA),-35.42N,138.97E,1883-9-01,484.9,392.4504
1089,MILANG POST OFFICE (AUSTRALIA),-35.42N,138.97E,1884-9-01,396.9,392.4504
1090,GUMERACHA POST OFFICE (AUSTRALIA),-34.83N,138.87E,1882-9-01,934.6,797.3402
1091,GUMERACHA POST OFFICE (AUSTRALIA),-34.83N,138.87E,1883-9-01,835.9,797.3402
1092,GUMERACHA POST OFFICE (AUSTRALIA),-34.83N,138.87E,1884-9-01,855.4,797.3402
1093,MOUNT PLEASANT POST OFFICE (AUSTRALIA),-34.78N,139.05E,1882-9-01,788.9,671.3335
1094,MOUNT PLEASANT POST OFFICE (AUSTRALIA),-34.78N,139.05E,1883-9-01,796.7,671.3335
1095,MOUNT PLEASANT POST OFFICE (AUSTRALIA),-34.78N,139.05E,1884-9-01,695.3,671.3335
1096,YONGALA POST OFFICE (AUSTRALIA),-33.03N,138.72E,1882-9-01,379.7,365.6699
1097,YONGALA POST OFFICE (AUSTRALIA),-33.03N,138.72E,1883-9-01,385.1,365.6699
1098,YONGALA POST OFFICE (AUSTRALIA),-33.03N,138.72E,1884-9-01,298.8,365.6699
1099,BUNDALEER FOREST RESERVE (AUSTRALIA),-33.28N,138.58E,1882-9-01,590.0,554.7727
1100,BUNDALEER FOREST RESERVE (AUSTRALIA),-33.28N,138.58E,1883-9-01,592.4,554.7727
1101,BUNDALEER FOREST RESERVE (AUSTRALIA),-33.28N,138.58E,1884-9-01,418.2,554.7727
1102,APPILA (AUSTRALIA),-33.05N,138.43E,1882-9-01,389.2,383.4639
1103,APPILA (AUSTRALIA),-33.05N,138.43E,1883-9-01,419.6,383.4639
1104,APPILA (AUSTRALIA),-33.05N,138.43E,1884-9-01,329.0,383.4639
1105,BLACK ROCK (AUSTRALIA),-32.83N,138.68E,1882-9-01,344.0,312.531
1106,BLACK ROCK (AUSTRALIA),-32.83N,138.68E,1883-9-01,334.2,312.531
1107,BLACK ROCK (AUSTRALIA),-32.83N,138.68E,1884-9-01,248.8,312.531
1108,BOOLEROO WHIM (AUSTRALIA),-32.78N,138.33E,1882-9-01,444.5,325.7672
1109,BOOLEROO WHIM (AUSTRALIA),-32.78N,138.33E,1883-9-01,382.0,325.7672
1110,BOOLEROO WHIM (AUSTRALIA),-32.78N,138.33E,1884-9-01,324.8,325.7672
1111,EURELIA (AUSTRALIA),-32.55N,138.57E,1882-9-01,454.7,328.8225
1112,EURELIA (AUSTRALIA),-32.55N,138.57E,1883-9-01,441.0,328.8225
1113,EURELIA (AUSTRALIA),-32.55N,138.57E,1884-9-01,302.4,328.8225
1114,ORROROO (AUSTRALIA),-32.73N,138.62E,1882-9-01,378.9,341.3857
1115,ORROROO (AUSTRALIA),-32.73N,138.62E,1883-9-01,362.8,341.3857
1116,ORROROO (AUSTRALIA),-32.73N,138.62E,1884-9-01,266.1,341.3857
1117,PETERBOROUGH POST OFFICE (AUSTRALIA),-32.98N,138.83E,1882-9-01,356.4,327.247
1118,PETERBOROUGH POST OFFICE (AUSTRALIA),-32.98N,138.83E,1883-9-01,351.7,327.247
1119,PETERBOROUGH POST OFFICE (AUSTRALIA),-32.98N,138.83E,1884-9-01,243.0,327.247
1120,PARATOO (AUSTRALIA),-32.73N,139.40E,1882-9-01,241.3,230.1864
1121,PARATOO (AUSTRALIA),-32.73N,139.40E,1883-9-01,278.9,230.1864
1122,PARATOO (AUSTRALIA),-32.73N,139.40E,1884-9-01,193.2,230.1864
1123,CALTOWIE (AUSTRALIA),-33.18N,138.50E,1882-9-01,497.3,446.0035
1124,CALTOWIE (AUSTRALIA),-33.18N,138.50E,1883-9-01,478.8,446.0035
1125,CALTOWIE (AUSTRALIA),-33.18N,138.50E,1884-9-01,406.4,446.0035
1126,HALLETT POST OFFICE (AUSTRALIA),-33.42N,138.90E,1882-9-01,336.6,425.3258
1127,HALLETT POST OFFICE (AUSTRALIA),-33.42N,138.90E,1883-9-01,370.5,425.3258
1128,HALLETT POST OFFICE (AUSTRALIA),-33.42N,138.90E,1884-9-01,330.5,425.3258
1129,JAMESTOWN POST OFFICE (AUSTRALIA),-33.20N,138.60E,1882-9-01,470.6,459.9655
1130,JAMESTOWN POST OFFICE (AUSTRALIA),-33.20N,138.60E,1883-9-01,460.5,459.9655
1131,JAMESTOWN POST OFFICE (AUSTRALIA),-33.20N,138.60E,1884-9-01,362.6,459.9655
1132,TEROWIE POST OFFICE (AUSTRALIA),-33.15N,138.92E,1882-9-01,321.6,329.1721
1133,TEROWIE POST OFFICE (AUSTRALIA),-33.15N,138.92E,1883-9-01,373.0,329.1721
1134,TEROWIE POST OFFICE (AUSTRALIA),-33.15N,138.92E,1884-9-01,372.0,329.1721
1135,WHYTE-YARCOWIE POST OFFICE (AUSTRALIA),-33.23N,138.88E,1882-9-01,319.3,346.2156
1136,WHYTE-YARCOWIE POST OFFICE (AUSTRALIA),-33.23N,138.88E,1883-9-01,352.2,346.2156
1137,WHYTE-YARCOWIE POST OFFICE (AUSTRALIA),-33.23N,138.88E,1884-9-01,300.0,346.2156
1138,EUDUNDA POST OFFICE (AUSTRALIA),-34.18N,139.08E,1882-9-01,390.1,445.5914
1139,EUDUNDA POST OFFICE (AUSTRALIA),-34.18N,139.08E,1883-9-01,394.7,445.5914
1140,EUDUNDA POST OFFICE (AUSTRALIA),-34.18N,139.08E,1884-9-01,371.4,445.5914
1141,MARRABEL POST OFFICE (AUSTRALIA),-34.15N,138.88E,1882-9-01,522.3,523.4594
1142,MARRABEL POST OFFICE (AUSTRALIA),-34.15N,138.88E,1883-9-01,442.7,523.4594
1143,MARRABEL POST OFFICE (AUSTRALIA),-34.15N,138.88E,1884-9-01,355.0,523.4594
1144,RIVERTON POST OFFICE (AUSTRALIA),-34.17N,138.75E,1882-9-01,562.1,522.7242
1145,RIVERTON POST OFFICE (AUSTRALIA),-34.17N,138.75E,1883-9-01,477.0,522.7242
1146,RIVERTON POST OFFICE (AUSTRALIA),-34.17N,138.75E,1884-9-01,422.2,522.7242
1147,SADDLEWORTH POST OFFICE (AUSTRALIA),-34.08N,138.78E,1882-9-01,549.2,495.8977
1148,SADDLEWORTH POST OFFICE (AUSTRALIA),-34.08N,138.78E,1883-9-01,478.6,495.8977
1149,SADDLEWORTH POST OFFICE (AUSTRALIA),-34.08N,138.78E,1884-9-01,458.5,495.8977
1150,TARLEE POST OFFICE (AUSTRALIA),-34.27N,138.77E,1882-9-01,527.6,468.3634
1151,TARLEE POST OFFICE (AUSTRALIA),-34.27N,138.77E,1883-9-01,438.5,468.3634
1152,TARLEE POST OFFICE (AUSTRALIA),-34.27N,138.77E,1884-9-01,367.4,468.3634
1153,KAPUNDA POST OFFICE (AUSTRALIA),-34.35N,138.92E,1882-9-01,527.8,494.164
1154,KAPUNDA POST OFFICE (AUSTRALIA),-34.35N,138.92E,1883-9-01,454.3,494.164
1155,KAPUNDA POST OFFICE (AUSTRALIA),-34.35N,138.92E,1884-9-01,436.5,494.164
1156,ANGASTON POST OFFICE (AUSTRALIA),-34.50N,139.05E,1882-9-01,612.1,558.5284
1157,ANGASTON POST OFFICE (AUSTRALIA),-34.50N,139.05E,1883-9-01,581.6,558.5284
1158,ANGASTON POST OFFICE (AUSTRALIA),-34.50N,139.05E,1884-9-01,549.5,558.5284
1159,GREENOCK POST OFFICE (AUSTRALIA),-34.47N,138.93E,1882-9-01,501.5,531.2213
1160,GREENOCK POST OFFICE (AUSTRALIA),-34.47N,138.93E,1883-9-01,535.0,531.2213
1161,GREENOCK POST OFFICE (AUSTRALIA),-34.47N,138.93E,1884-9-01,453.1,531.2213
1162,NURIOOTPA POST OFFICE (AUSTRALIA),-34.48N,139.00E,1882-9-01,552.7,513.8612
1163,NURIOOTPA POST OFFICE (AUSTRALIA),-34.48N,139.00E,1883-9-01,504.3,513.8612
1164,NURIOOTPA POST OFFICE (AUSTRALIA),-34.48N,139.00E,1884-9-01,466.2,513.8612
1165,TANUNDA POST OFFICE (AUSTRALIA),-34.53N,138.95E,1882-9-01,597.5,547.1333
1166,TANUNDA POST OFFICE (AUSTRALIA),-34.53N,138.95E,1883-9-01,564.2,547.1333
1167,TANUNDA POST OFFICE (AUSTRALIA),-34.53N,138.95E,1884-9-01,491.1,547.1333
1168,SEDAN POST OFFICE (AUSTRALIA),-34.57N,139.30E,1882-9-01,322.8,301.9776
1169,SEDAN POST OFFICE (AUSTRALIA),-34.57N,139.30E,1883-9-01,320.4,301.9776
1170,SEDAN POST OFFICE (AUSTRALIA),-34.57N,139.30E,1884-9-01,268.1,301.9776
1171,TRURO POST OFFICE WAS 02(AUSTRALIA),-34.42N,139.13E,1882-9-01,414.6,493.4664
1172,TRURO POST OFFICE WAS 02(AUSTRALIA),-34.42N,139.13E,1883-9-01,460.6,493.4664
1173,TRURO POST OFFICE WAS 02(AUSTRALIA),-34.42N,139.13E,1884-9-01,435.1,493.4664
1174,OVERLAND CORNER (AUSTRALIA),-34.15N,140.32E,1882-9-01,337.8,253.3656
1175,OVERLAND CORNER (AUSTRALIA),-34.15N,140.32E,1883-9-01,240.6,253.3656
1176,OVERLAND CORNER (AUSTRALIA),-34.15N,140.32E,1884-9-01,218.7,253.3656
1177,BLANCHETOWN (AUSTRALIA),-34.35N,139.62E,1882-9-01,322.5,260.1515
1178,BLANCHETOWN (AUSTRALIA),-34.35N,139.62E,1883-9-01,254.4,260.1515
1179,BLANCHETOWN (AUSTRALIA),-34.35N,139.62E,1884-9-01,257.3,260.1515
1180,YANCO GLEN (CORONA HMSD) (AUSTRALIA),-31.30N,141.45E,1882-9-01,150.1,204.0522
1181,YANCO GLEN (CORONA HMSD) (AUSTRALIA),-31.30N,141.45E,1883-9-01,167.9,204.0522
1182,YANCO GLEN (CORONA HMSD) (AUSTRALIA),-31.30N,141.45E,1884-9-01,237.9,204.0522
1183,WENTWORTH POST OFFICE (AUSTRALIA),-34.12N,141.92E,1882-9-01,246.1,287.2166
1184,WENTWORTH POST OFFICE (AUSTRALIA),-34.12N,141.92E,1883-9-01,243.4,287.2166
1185,WENTWORTH POST OFFICE (AUSTRALIA),-34.12N,141.92E,1884-9-01,183.3,287.2166
1187,POONCARIE POST OFFICE (AUSTRALIA),-33.38N,142.57E,1883-9-01,187.5,266.0225
1188,POONCARIE POST OFFICE (AUSTRALIA),-33.38N,142.57E,1884-9-01,181.3,266.0225
1189,POONCARIE (TARCOOLA) (AUSTRALIA),-33.43N,142.57E,1882-9-01,236.4,258.821
1190,POONCARIE (TARCOOLA) (AUSTRALIA),-33.43N,142.57E,1883-9-01,197.4,258.821
1191,POONCARIE (TARCOOLA) (AUSTRALIA),-33.43N,142.57E,1884-9-01,163.5,258.821
1192,MENINDEE POST OFFICE (AUSTRALIA),-32.40N,142.42E,1882-9-01,167.7,239.1275
1193,MENINDEE POST OFFICE (AUSTRALIA),-32.40N,142.42E,1883-9-01,154.2,239.1275
1194,MENINDEE POST OFFICE (AUSTRALIA),-32.40N,142.42E,1884-9-01,187.0,239.1275
1195,MENINDEE (WEINTERIGA) (AUSTRALIA),-32.10N,142.92E,1882-9-01,201.6,238.3909
1196,MENINDEE (WEINTERIGA) (AUSTRALIA),-32.10N,142.92E,1883-9-01,143.8,238.3909
1198,WILCANNIA POST OFFICE (AUSTRALIA),-31.57N,143.38E,1882-9-01,187.2,256.5559
1199,WILCANNIA POST OFFICE (AUSTRALIA),-31.57N,143.38E,1883-9-01,174.1,256.5559
1200,WILCANNIA POST OFFICE (AUSTRALIA),-31.57N,143.38E,1884-9-01,419.2,256.5559
1201,WILCANNIA (MOUNT MURCHISON) (AUSTRALIA),-31.45N,143.65E,1882-9-01,228.3,245.1835
1202,WILCANNIA (MOUNT MURCHISON) (AUSTRALIA),-31.45N,143.65E,1883-9-01,211.2,245.1835
