ID,Location Name,Latitude,Longitude,Date,Rainfall (mm),Avg Rainfall (mm),Rainfall (% anomaly)
20305,MACEDON FORESTRY SEE 58(AUSTRALIA),-37.42,144.55,1884-08-01,66.3,86.2715,76.85
20306,MACEDON FORESTRY SEE 58(AUSTRALIA),-37.42,144.55,1884-09-01,89.9,88.344,101.76
20307,MACEDON FORESTRY SEE 58(AUSTRALIA),-37.42,144.55,1884-10-01,81.4,83.055,98.01
20308,MACEDON FORESTRY SEE 58(AUSTRALIA),-37.42,144.55,1884-11-01,58.6,65.8368,89.01
20309,MACEDON FORESTRY SEE 58(AUSTRALIA),-37.42,144.55,1884-12-01,77.2,56.1945,137.38
20310,MACEDON FORESTRY SEE 58(AUSTRALIA),-37.42,144.55,1885-01-01,26.7,48.4567,55.1
20311,MACEDON FORESTRY SEE 58(AUSTRALIA),-37.42,144.55,1885-02-01,60.6,52.2955,115.88
20312,MACEDON FORESTRY SEE 58(AUSTRALIA),-37.42,144.55,1885-03-01,78.7,54.4108,144.64
20313,MACEDON FORESTRY SEE 58(AUSTRALIA),-37.42,144.55,1885-04-01,112.0,65.2279,171.71
20314,MACEDON FORESTRY SEE 58(AUSTRALIA),-37.42,144.55,1885-05-01,30.7,77.212,39.76
20315,MACEDON FORESTRY SEE 58(AUSTRALIA),-37.42,144.55,1885-06-01,124.2,84.9908,146.13
20316,MACEDON FORESTRY SEE 58(AUSTRALIA),-37.42,144.55,1885-07-01,77.1,82.8954,93.01
20317,MACEDON FORESTRY SEE 58(AUSTRALIA),-37.42,144.55,1885-08-01,63.1,86.2715,73.14
20318,MACEDON FORESTRY SEE 58(AUSTRALIA),-37.42,144.55,1885-09-01,131.9,88.344,149.3
20319,MACEDON FORESTRY SEE 58(AUSTRALIA),-37.42,144.55,1885-10-01,50.8,83.055,61.16
20320,MACEDON FORESTRY SEE 58(AUSTRALIA),-37.42,144.55,1885-11-01,51.8,65.8368,78.68
20321,MACEDON FORESTRY SEE 58(AUSTRALIA),-37.42,144.55,1885-12-01,66.6,56.1945,118.52
20322,MELTON COMPOSITE (AUSTRALIA),-37.68,144.60,1883-01-01,12.7,37.3207,34.03
20323,MELTON COMPOSITE (AUSTRALIA),-37.68,144.60,1883-02-01,54.6,40.8205,133.76
20324,MELTON COMPOSITE (AUSTRALIA),-37.68,144.60,1883-03-01,84.8,39.4027,215.21
20325,MELTON COMPOSITE (AUSTRALIA),-37.68,144.60,1883-04-01,19.1,40.2523,47.45
20326,MELTON COMPOSITE (AUSTRALIA),-37.68,144.60,1883-05-01,48.5,38.5405,125.84
20327,MELTON COMPOSITE (AUSTRALIA),-37.68,144.60,1883-06-01,29.2,35.6162,81.99
20328,MELTON COMPOSITE (AUSTRALIA),-37.68,144.60,1883-07-01,40.1,34.0098,117.91
20329,MELTON COMPOSITE (AUSTRALIA),-37.68,144.60,1883-08-01,18.3,36.0211,50.8
20330,MELTON COMPOSITE (AUSTRALIA),-37.68,144.60,1883-09-01,27.7,46.307,59.82
20331,MELTON COMPOSITE (AUSTRALIA),-37.68,144.60,1883-10-01,47.2,50.4274,93.6
20332,MELTON COMPOSITE (AUSTRALIA),-37.68,144.60,1883-11-01,34.5,46.6298,73.99
20333,MELTON COMPOSITE (AUSTRALIA),-37.68,144.60,1883-12-01,28.4,42.2088,67.28
20334,MELTON COMPOSITE (AUSTRALIA),-37.68,144.60,1884-01-01,67.3,37.3207,180.33
20335,MELTON COMPOSITE (AUSTRALIA),-37.68,144.60,1884-02-01,36.4,40.8205,89.17
20336,MELTON COMPOSITE (AUSTRALIA),-37.68,144.60,1884-03-01,37.1,39.4027,94.16
20337,MELTON COMPOSITE (AUSTRALIA),-37.68,144.60,1884-04-01,10.2,40.2523,25.34
20338,MELTON COMPOSITE (AUSTRALIA),-37.68,144.60,1884-05-01,46.8,38.5405,121.43
20339,MELTON COMPOSITE (AUSTRALIA),-37.68,144.60,1884-06-01,13.2,35.6162,37.06
20340,MELTON COMPOSITE (AUSTRALIA),-37.68,144.60,1884-07-01,15.3,34.0098,44.99
20341,MELTON COMPOSITE (AUSTRALIA),-37.68,144.60,1884-08-01,21.5,36.0211,59.69
20342,MELTON COMPOSITE (AUSTRALIA),-37.68,144.60,1884-09-01,33.0,46.307,71.26
20343,MELTON COMPOSITE (AUSTRALIA),-37.68,144.60,1884-10-01,45.5,50.4274,90.23
20344,MELTON COMPOSITE (AUSTRALIA),-37.68,144.60,1884-11-01,24.5,46.6298,52.54
20345,MELTON COMPOSITE (AUSTRALIA),-37.68,144.60,1884-12-01,39.0,42.2088,92.4
20346,MELTON COMPOSITE (AUSTRALIA),-37.68,144.60,1885-01-01,10.2,37.3207,27.33
20347,MELTON COMPOSITE (AUSTRALIA),-37.68,144.60,1885-02-01,54.4,40.8205,133.27
20348,MELTON COMPOSITE (AUSTRALIA),-37.68,144.60,1885-03-01,37.7,39.4027,95.68
20349,MELTON COMPOSITE (AUSTRALIA),-37.68,144.60,1885-04-01,98.3,40.2523,244.21
20350,MELTON COMPOSITE (AUSTRALIA),-37.68,144.60,1885-05-01,15.8,38.5405,41.0
20351,MELTON COMPOSITE (AUSTRALIA),-37.68,144.60,1885-06-01,51.9,35.6162,145.72
20352,MELTON COMPOSITE (AUSTRALIA),-37.68,144.60,1885-07-01,31.0,34.0098,91.15
20353,MELTON COMPOSITE (AUSTRALIA),-37.68,144.60,1885-08-01,21.5,36.0211,59.69
20354,MELTON COMPOSITE (AUSTRALIA),-37.68,144.60,1885-09-01,57.0,46.307,123.09
20355,MELTON COMPOSITE (AUSTRALIA),-37.68,144.60,1885-10-01,31.5,50.4274,62.47
20356,MELTON COMPOSITE (AUSTRALIA),-37.68,144.60,1885-11-01,70.9,46.6298,152.05
20357,MELTON COMPOSITE (AUSTRALIA),-37.68,144.60,1885-12-01,15.0,42.2088,35.54
20358,SUNBURY (AUSTRALIA),-37.57,144.73,1883-01-01,11.9,43.0699,27.63
20359,SUNBURY (AUSTRALIA),-37.57,144.73,1883-02-01,34.3,46.8886,73.15
20360,SUNBURY (AUSTRALIA),-37.57,144.73,1883-03-01,61.5,44.1935,139.16
20361,SUNBURY (AUSTRALIA),-37.57,144.73,1883-04-01,45.4,48.7831,93.07
20362,SUNBURY (AUSTRALIA),-37.57,144.73,1883-05-01,30.7,46.2782,66.34
20363,SUNBURY (AUSTRALIA),-37.57,144.73,1883-06-01,38.6,44.8976,85.97
20364,SUNBURY (AUSTRALIA),-37.57,144.73,1883-07-01,44.8,42.9413,104.33
20365,SUNBURY (AUSTRALIA),-37.57,144.73,1883-08-01,28.8,48.6789,59.16
20366,SUNBURY (AUSTRALIA),-37.57,144.73,1883-09-01,32.0,56.6345,56.5
20367,SUNBURY (AUSTRALIA),-37.57,144.73,1883-10-01,47.5,62.9943,75.4
20368,SUNBURY (AUSTRALIA),-37.57,144.73,1883-11-01,83.3,56.4832,147.48
20369,SUNBURY (AUSTRALIA),-37.57,144.73,1883-12-01,28.7,47.1066,60.93
20370,SUNBURY (AUSTRALIA),-37.57,144.73,1884-01-01,74.6,43.0699,173.21
20371,SUNBURY (AUSTRALIA),-37.57,144.73,1884-02-01,41.7,46.8886,88.93
20372,SUNBURY (AUSTRALIA),-37.57,144.73,1884-03-01,55.4,44.1935,125.36
20373,SUNBURY (AUSTRALIA),-37.57,144.73,1884-04-01,18.5,48.7831,37.92
20374,SUNBURY (AUSTRALIA),-37.57,144.73,1884-05-01,75.4,46.2782,162.93
20375,SUNBURY (AUSTRALIA),-37.57,144.73,1884-06-01,20.9,44.8976,46.55
20376,SUNBURY (AUSTRALIA),-37.57,144.73,1884-07-01,13.7,42.9413,31.9
20377,SUNBURY (AUSTRALIA),-37.57,144.73,1884-08-01,43.0,48.6789,88.33
20378,SUNBURY (AUSTRALIA),-37.57,144.73,1884-09-01,34.7,56.6345,61.27
20379,SUNBURY (AUSTRALIA),-37.57,144.73,1884-10-01,58.2,62.9943,92.39
20380,SUNBURY (AUSTRALIA),-37.57,144.73,1884-11-01,39.7,56.4832,70.29
20381,SUNBURY (AUSTRALIA),-37.57,144.73,1884-12-01,53.8,47.1066,114.21
20382,SUNBURY (AUSTRALIA),-37.57,144.73,1885-01-01,15.0,43.0699,34.83
20383,SUNBURY (AUSTRALIA),-37.57,144.73,1885-02-01,52.8,46.8886,112.61
20384,SUNBURY (AUSTRALIA),-37.57,144.73,1885-03-01,53.5,44.1935,121.06
20385,SUNBURY (AUSTRALIA),-37.57,144.73,1885-04-01,111.3,48.7831,228.15
20386,SUNBURY (AUSTRALIA),-37.57,144.73,1885-05-01,12.9,46.2782,27.87
20387,SUNBURY (AUSTRALIA),-37.57,144.73,1885-06-01,63.0,44.8976,140.32
20388,SUNBURY (AUSTRALIA),-37.57,144.73,1885-07-01,29.0,42.9413,67.53
20389,SUNBURY (AUSTRALIA),-37.57,144.73,1885-08-01,20.5,48.6789,42.11
20390,SUNBURY (AUSTRALIA),-37.57,144.73,1885-09-01,71.4,56.6345,126.07
20391,SUNBURY (AUSTRALIA),-37.57,144.73,1885-10-01,38.8,62.9943,61.59
20392,SUNBURY (AUSTRALIA),-37.57,144.73,1885-11-01,77.3,56.4832,136.85
20393,SUNBURY (AUSTRALIA),-37.57,144.73,1885-12-01,40.6,47.1066,86.19
20394,YAN YEAN SEE 58(AUSTRALIA),-37.57,145.13,1883-01-01,11.1,45.4973,24.4
20395,YAN YEAN SEE 58(AUSTRALIA),-37.57,145.13,1883-02-01,24.9,45.7181,54.46
20396,YAN YEAN SEE 58(AUSTRALIA),-37.57,145.13,1883-03-01,92.2,49.4846,186.32
20397,YAN YEAN SEE 58(AUSTRALIA),-37.57,145.13,1883-04-01,29.7,56.896,52.2
20398,YAN YEAN SEE 58(AUSTRALIA),-37.57,145.13,1883-05-01,36.6,56.4227,64.87
20399,YAN YEAN SEE 58(AUSTRALIA),-37.57,145.13,1883-06-01,28.1,52.8833,53.14
20400,YAN YEAN SEE 58(AUSTRALIA),-37.57,145.13,1883-07-01,57.8,50.9268,113.5
20401,YAN YEAN SEE 58(AUSTRALIA),-37.57,145.13,1883-08-01,35.8,58.4784,61.22
20402,YAN YEAN SEE 58(AUSTRALIA),-37.57,145.13,1883-09-01,64.7,62.0584,104.26
20403,YAN YEAN SEE 58(AUSTRALIA),-37.57,145.13,1883-10-01,89.3,68.3255,130.7
20404,YAN YEAN SEE 58(AUSTRALIA),-37.57,145.13,1883-11-01,82.5,61.3315,134.51
20405,YAN YEAN SEE 58(AUSTRALIA),-37.57,145.13,1883-12-01,40.1,56.248,71.29
20406,YAN YEAN SEE 58(AUSTRALIA),-37.57,145.13,1884-01-01,95.9,45.4973,210.78
20407,YAN YEAN SEE 58(AUSTRALIA),-37.57,145.13,1884-02-01,39.6,45.7181,86.62
20408,YAN YEAN SEE 58(AUSTRALIA),-37.57,145.13,1884-03-01,36.0,49.4846,72.75
20409,YAN YEAN SEE 58(AUSTRALIA),-37.57,145.13,1884-04-01,18.4,56.896,32.34
20410,YAN YEAN SEE 58(AUSTRALIA),-37.57,145.13,1884-05-01,36.8,56.4227,65.22
20411,YAN YEAN SEE 58(AUSTRALIA),-37.57,145.13,1884-06-01,24.5,52.8833,46.33
20412,YAN YEAN SEE 58(AUSTRALIA),-37.57,145.13,1884-07-01,21.7,50.9268,42.61
20413,YAN YEAN SEE 58(AUSTRALIA),-37.57,145.13,1884-08-01,49.7,58.4784,84.99
20414,YAN YEAN SEE 58(AUSTRALIA),-37.57,145.13,1884-09-01,46.5,62.0584,74.93
20415,YAN YEAN SEE 58(AUSTRALIA),-37.57,145.13,1884-10-01,88.6,68.3255,129.67
20416,YAN YEAN SEE 58(AUSTRALIA),-37.57,145.13,1884-11-01,52.7,61.3315,85.93
20417,YAN YEAN SEE 58(AUSTRALIA),-37.57,145.13,1884-12-01,69.8,56.248,124.09
20418,YAN YEAN SEE 58(AUSTRALIA),-37.57,145.13,1885-01-01,16.3,45.4973,35.83
20419,YAN YEAN SEE 58(AUSTRALIA),-37.57,145.13,1885-02-01,54.5,45.7181,119.21
20420,YAN YEAN SEE 58(AUSTRALIA),-37.57,145.13,1885-03-01,46.6,49.4846,94.17
20421,YAN YEAN SEE 58(AUSTRALIA),-37.57,145.13,1885-04-01,68.3,56.896,120.04
20422,YAN YEAN SEE 58(AUSTRALIA),-37.57,145.13,1885-05-01,31.8,56.4227,56.36
20423,YAN YEAN SEE 58(AUSTRALIA),-37.57,145.13,1885-06-01,78.2,52.8833,147.87
20424,YAN YEAN SEE 58(AUSTRALIA),-37.57,145.13,1885-07-01,33.1,50.9268,65.0
20425,YAN YEAN SEE 58(AUSTRALIA),-37.57,145.13,1885-08-01,33.9,58.4784,57.97
20426,YAN YEAN SEE 58(AUSTRALIA),-37.57,145.13,1885-09-01,90.9,62.0584,146.47
20427,YAN YEAN SEE 58(AUSTRALIA),-37.57,145.13,1885-10-01,92.4,68.3255,135.24
20428,YAN YEAN SEE 58(AUSTRALIA),-37.57,145.13,1885-11-01,87.3,61.3315,142.34
20429,YAN YEAN SEE 58(AUSTRALIA),-37.57,145.13,1885-12-01,56.1,56.248,99.74
20430,MELBOURNE REGIONAL OFFICE (AUSTRALIA),-37.82,144.97,1883-01-01,11.1,48.0167,23.12
20431,MELBOURNE REGIONAL OFFICE (AUSTRALIA),-37.82,144.97,1883-02-01,39.7,47.7747,83.1
20432,MELBOURNE REGIONAL OFFICE (AUSTRALIA),-37.82,144.97,1883-03-01,105.7,50.3613,209.88
20433,MELBOURNE REGIONAL OFFICE (AUSTRALIA),-37.82,144.97,1883-04-01,24.1,58.0271,41.53
20434,MELBOURNE REGIONAL OFFICE (AUSTRALIA),-37.82,144.97,1883-05-01,50.7,56.3437,89.98
20435,MELBOURNE REGIONAL OFFICE (AUSTRALIA),-37.82,144.97,1883-06-01,50.0,49.7126,100.58
20436,MELBOURNE REGIONAL OFFICE (AUSTRALIA),-37.82,144.97,1883-07-01,64.8,47.6258,136.06
20437,MELBOURNE REGIONAL OFFICE (AUSTRALIA),-37.82,144.97,1883-08-01,22.1,50.4913,43.77
20438,MELBOURNE REGIONAL OFFICE (AUSTRALIA),-37.82,144.97,1883-09-01,41.8,58.772,71.12
20439,MELBOURNE REGIONAL OFFICE (AUSTRALIA),-37.82,144.97,1883-10-01,71.1,67.4013,105.49
20440,MELBOURNE REGIONAL OFFICE (AUSTRALIA),-37.82,144.97,1883-11-01,81.9,59.7073,137.17
20441,MELBOURNE REGIONAL OFFICE (AUSTRALIA),-37.82,144.97,1883-12-01,40.7,58.7611,69.26
20442,MELBOURNE REGIONAL OFFICE (AUSTRALIA),-37.82,144.97,1884-01-01,120.7,48.0167,251.37
20443,MELBOURNE REGIONAL OFFICE (AUSTRALIA),-37.82,144.97,1884-02-01,49.7,47.7747,104.03
20444,MELBOURNE REGIONAL OFFICE (AUSTRALIA),-37.82,144.97,1884-03-01,79.0,50.3613,156.87
20445,MELBOURNE REGIONAL OFFICE (AUSTRALIA),-37.82,144.97,1884-04-01,19.1,58.0271,32.92
20446,MELBOURNE REGIONAL OFFICE (AUSTRALIA),-37.82,144.97,1884-05-01,54.7,56.3437,97.08
20447,MELBOURNE REGIONAL OFFICE (AUSTRALIA),-37.82,144.97,1884-06-01,21.4,49.7126,43.05
20448,MELBOURNE REGIONAL OFFICE (AUSTRALIA),-37.82,144.97,1884-07-01,20.0,47.6258,41.99
20449,MELBOURNE REGIONAL OFFICE (AUSTRALIA),-37.82,144.97,1884-08-01,41.8,50.4913,82.79
20450,MELBOURNE REGIONAL OFFICE (AUSTRALIA),-37.82,144.97,1884-09-01,16.2,58.772,27.56
20451,MELBOURNE REGIONAL OFFICE (AUSTRALIA),-37.82,144.97,1884-10-01,78.5,67.4013,116.47
20452,MELBOURNE REGIONAL OFFICE (AUSTRALIA),-37.82,144.97,1884-11-01,79.0,59.7073,132.31
20453,MELBOURNE REGIONAL OFFICE (AUSTRALIA),-37.82,144.97,1884-12-01,77.6,58.7611,132.06
20454,MELBOURNE REGIONAL OFFICE (AUSTRALIA),-37.82,144.97,1885-01-01,19.2,48.0167,39.99
20455,MELBOURNE REGIONAL OFFICE (AUSTRALIA),-37.82,144.97,1885-02-01,69.5,47.7747,145.47
20456,MELBOURNE REGIONAL OFFICE (AUSTRALIA),-37.82,144.97,1885-03-01,60.9,50.3613,120.93
20457,MELBOURNE REGIONAL OFFICE (AUSTRALIA),-37.82,144.97,1885-04-01,64.0,58.0271,110.29
20458,MELBOURNE REGIONAL OFFICE (AUSTRALIA),-37.82,144.97,1885-05-01,31.5,56.3437,55.91
20459,MELBOURNE REGIONAL OFFICE (AUSTRALIA),-37.82,144.97,1885-06-01,92.3,49.7126,185.67
20460,MELBOURNE REGIONAL OFFICE (AUSTRALIA),-37.82,144.97,1885-07-01,29.0,47.6258,60.89
20461,MELBOURNE REGIONAL OFFICE (AUSTRALIA),-37.82,144.97,1885-08-01,39.7,50.4913,78.63
20462,MELBOURNE REGIONAL OFFICE (AUSTRALIA),-37.82,144.97,1885-09-01,98.5,58.772,167.6
20463,MELBOURNE REGIONAL OFFICE (AUSTRALIA),-37.82,144.97,1885-10-01,47.6,67.4013,70.62
20464,MELBOURNE REGIONAL OFFICE (AUSTRALIA),-37.82,144.97,1885-11-01,94.3,59.7073,157.94
20465,MELBOURNE REGIONAL OFFICE (AUSTRALIA),-37.82,144.97,1885-12-01,38.8,58.7611,66.03
20466,DENILIQUIN POST OFFICE (AUSTRALIA),-35.55,144.95,1883-01-01,3.0,28.3041,10.6
20467,DENILIQUIN POST OFFICE (AUSTRALIA),-35.55,144.95,1883-02-01,26.2,27.7653,94.36
20468,DENILIQUIN POST OFFICE (AUSTRALIA),-35.55,144.95,1883-03-01,52.6,31.587,166.52
20469,DENILIQUIN POST OFFICE (AUSTRALIA),-35.55,144.95,1883-04-01,19.1,30.7708,62.07
20470,DENILIQUIN POST OFFICE (AUSTRALIA),-35.55,144.95,1883-05-01,49.6,38.9429,127.37
20471,DENILIQUIN POST OFFICE (AUSTRALIA),-35.55,144.95,1883-06-01,35.6,40.4878,87.93
20472,DENILIQUIN POST OFFICE (AUSTRALIA),-35.55,144.95,1883-07-01,9.2,34.8667,26.39
20473,DENILIQUIN POST OFFICE (AUSTRALIA),-35.55,144.95,1883-08-01,45.5,37.0871,122.68
20474,DENILIQUIN POST OFFICE (AUSTRALIA),-35.55,144.95,1883-09-01,40.0,38.2252,104.64
20475,DENILIQUIN POST OFFICE (AUSTRALIA),-35.55,144.95,1883-10-01,47.6,39.4435,120.68
20476,DENILIQUIN POST OFFICE (AUSTRALIA),-35.55,144.95,1883-11-01,33.1,29.1785,113.44
20477,DENILIQUIN POST OFFICE (AUSTRALIA),-35.55,144.95,1883-12-01,15.2,28.509,53.32
20478,DENILIQUIN POST OFFICE (AUSTRALIA),-35.55,144.95,1884-01-01,10.4,28.3041,36.74
20479,DENILIQUIN POST OFFICE (AUSTRALIA),-35.55,144.95,1884-02-01,11.7,27.7653,42.14
20480,DENILIQUIN POST OFFICE (AUSTRALIA),-35.55,144.95,1884-03-01,39.8,31.587,126.0
20481,DENILIQUIN POST OFFICE (AUSTRALIA),-35.55,144.95,1884-04-01,21.1,30.7708,68.57
20482,DENILIQUIN POST OFFICE (AUSTRALIA),-35.55,144.95,1884-05-01,35.8,38.9429,91.93
20483,DENILIQUIN POST OFFICE (AUSTRALIA),-35.55,144.95,1884-06-01,53.3,40.4878,131.64
20484,DENILIQUIN POST OFFICE (AUSTRALIA),-35.55,144.95,1884-07-01,1.5,34.8667,4.3
20485,DENILIQUIN POST OFFICE (AUSTRALIA),-35.55,144.95,1884-08-01,19.5,37.0871,52.58
20486,DENILIQUIN POST OFFICE (AUSTRALIA),-35.55,144.95,1884-09-01,24.7,38.2252,64.62
20487,DENILIQUIN POST OFFICE (AUSTRALIA),-35.55,144.95,1884-10-01,18.1,39.4435,45.89
20488,DENILIQUIN POST OFFICE (AUSTRALIA),-35.55,144.95,1884-11-01,35.5,29.1785,121.66
20489,DENILIQUIN POST OFFICE (AUSTRALIA),-35.55,144.95,1884-12-01,5.3,28.509,18.59
20490,DENILIQUIN POST OFFICE (AUSTRALIA),-35.55,144.95,1885-01-01,17.8,28.3041,62.89
20491,DENILIQUIN POST OFFICE (AUSTRALIA),-35.55,144.95,1885-02-01,38.9,27.7653,140.1
20492,DENILIQUIN POST OFFICE (AUSTRALIA),-35.55,144.95,1885-03-01,39.3,31.587,124.42
20493,DENILIQUIN POST OFFICE (AUSTRALIA),-35.55,144.95,1885-04-01,54.5,30.7708,177.12
20494,DENILIQUIN POST OFFICE (AUSTRALIA),-35.55,144.95,1885-05-01,14.8,38.9429,38.0
20495,DENILIQUIN POST OFFICE (AUSTRALIA),-35.55,144.95,1885-06-01,29.6,40.4878,73.11
20496,DENILIQUIN POST OFFICE (AUSTRALIA),-35.55,144.95,1885-07-01,38.2,34.8667,109.56
20497,DENILIQUIN POST OFFICE (AUSTRALIA),-35.55,144.95,1885-08-01,16.5,37.0871,44.49
20498,DENILIQUIN POST OFFICE (AUSTRALIA),-35.55,144.95,1885-09-01,68.3,38.2252,178.68
20499,DENILIQUIN POST OFFICE (AUSTRALIA),-35.55,144.95,1885-10-01,18.0,39.4435,45.63
20500,DENILIQUIN POST OFFICE (AUSTRALIA),-35.55,144.95,1885-11-01,12.4,29.1785,42.5
20501,DENILIQUIN POST OFFICE (AUSTRALIA),-35.55,144.95,1885-12-01,75.7,28.509,265.53
20502,WANGANELLA (ZARA) (AUSTRALIA),-35.17,144.70,1883-01-01,0.0,25.6044,0.0
20503,WANGANELLA (ZARA) (AUSTRALIA),-35.17,144.70,1883-02-01,14.5,27.7293,52.29
20504,WANGANELLA (ZARA) (AUSTRALIA),-35.17,144.70,1883-03-01,43.7,28.1867,155.04
20505,WANGANELLA (ZARA) (AUSTRALIA),-35.17,144.70,1883-04-01,19.6,27.6075,71.0
20506,WANGANELLA (ZARA) (AUSTRALIA),-35.17,144.70,1883-05-01,52.1,35.7826,145.6
20507,WANGANELLA (ZARA) (AUSTRALIA),-35.17,144.70,1883-06-01,36.1,36.7053,98.35
20508,WANGANELLA (ZARA) (AUSTRALIA),-35.17,144.70,1883-07-01,15.2,30.3305,50.11
20509,WANGANELLA (ZARA) (AUSTRALIA),-35.17,144.70,1883-08-01,38.9,33.3336,116.7
20510,WANGANELLA (ZARA) (AUSTRALIA),-35.17,144.70,1883-09-01,60.7,33.185,182.91
20511,WANGANELLA (ZARA) (AUSTRALIA),-35.17,144.70,1883-10-01,33.0,34.8285,94.75
20512,WANGANELLA (ZARA) (AUSTRALIA),-35.17,144.70,1883-11-01,25.1,25.9398,96.76
20513,WANGANELLA (ZARA) (AUSTRALIA),-35.17,144.70,1883-12-01,7.6,25.9198,29.32
20514,WANGANELLA (ZARA) (AUSTRALIA),-35.17,144.70,1884-01-01,8.9,25.6044,34.76
20515,WANGANELLA (ZARA) (AUSTRALIA),-35.17,144.70,1884-02-01,22.6,27.7293,81.5
20516,WANGANELLA (ZARA) (AUSTRALIA),-35.17,144.70,1884-03-01,23.9,28.1867,84.79
20517,WANGANELLA (ZARA) (AUSTRALIA),-35.17,144.70,1884-04-01,24.4,27.6075,88.38
20518,WANGANELLA (ZARA) (AUSTRALIA),-35.17,144.70,1884-05-01,43.9,35.7826,122.69
20519,WANGANELLA (ZARA) (AUSTRALIA),-35.17,144.70,1884-06-01,49.3,36.7053,134.31
20520,WANGANELLA (ZARA) (AUSTRALIA),-35.17,144.70,1884-07-01,0.0,30.3305,0.0
20521,WANGANELLA (ZARA) (AUSTRALIA),-35.17,144.70,1884-08-01,17.8,33.3336,53.4
20522,WANGANELLA (ZARA) (AUSTRALIA),-35.17,144.70,1884-09-01,22.1,33.185,66.6
20523,WANGANELLA (ZARA) (AUSTRALIA),-35.17,144.70,1884-10-01,13.2,34.8285,37.9
20524,WANGANELLA (ZARA) (AUSTRALIA),-35.17,144.70,1884-11-01,32.0,25.9398,123.36
20525,WANGANELLA (ZARA) (AUSTRALIA),-35.17,144.70,1884-12-01,7.9,25.9198,30.48
20526,WANGANELLA (ZARA) (AUSTRALIA),-35.17,144.70,1885-01-01,7.4,25.6044,28.9
20527,WANGANELLA (ZARA) (AUSTRALIA),-35.17,144.70,1885-02-01,59.9,27.7293,216.02
20528,WANGANELLA (ZARA) (AUSTRALIA),-35.17,144.70,1885-03-01,19.8,28.1867,70.25
20529,WANGANELLA (ZARA) (AUSTRALIA),-35.17,144.70,1885-04-01,31.8,27.6075,115.19
20530,WANGANELLA (ZARA) (AUSTRALIA),-35.17,144.70,1885-05-01,20.3,35.7826,56.73
20531,WANGANELLA (ZARA) (AUSTRALIA),-35.17,144.70,1885-06-01,45.5,36.7053,123.96
20532,WANGANELLA (ZARA) (AUSTRALIA),-35.17,144.70,1885-07-01,34.0,30.3305,112.1
20533,WANGANELLA (ZARA) (AUSTRALIA),-35.17,144.70,1885-08-01,22.9,33.3336,68.7
20534,WANGANELLA (ZARA) (AUSTRALIA),-35.17,144.70,1885-09-01,69.1,33.185,208.23
20535,WANGANELLA (ZARA) (AUSTRALIA),-35.17,144.70,1885-10-01,17.0,34.8285,48.81
20536,WANGANELLA (ZARA) (AUSTRALIA),-35.17,144.70,1885-11-01,7.1,25.9398,27.37
20537,WANGANELLA (ZARA) (AUSTRALIA),-35.17,144.70,1885-12-01,52.8,25.9198,203.71
20538,WAKOOL (CALIMO) (AUSTRALIA),-35.42,144.60,1883-01-01,0.0,24.7384,0.0
20539,WAKOOL (CALIMO) (AUSTRALIA),-35.42,144.60,1883-02-01,21.8,24.7202,88.19
20540,WAKOOL (CALIMO) (AUSTRALIA),-35.42,144.60,1883-03-01,67.8,29.1504,232.59
20541,WAKOOL (CALIMO) (AUSTRALIA),-35.42,144.60,1883-04-01,41.1,28.0919,146.31
20542,WAKOOL (CALIMO) (AUSTRALIA),-35.42,144.60,1883-05-01,38.1,36.771,103.61
20543,WAKOOL (CALIMO) (AUSTRALIA),-35.42,144.60,1883-06-01,37.1,37.3548,99.32
20544,WAKOOL (CALIMO) (AUSTRALIA),-35.42,144.60,1883-07-01,14.0,34.8282,40.2
20545,WAKOOL (CALIMO) (AUSTRALIA),-35.42,144.60,1883-08-01,46.5,36.5309,127.29
20546,WAKOOL (CALIMO) (AUSTRALIA),-35.42,144.60,1883-09-01,45.2,35.8927,125.93
20547,WAKOOL (CALIMO) (AUSTRALIA),-35.42,144.60,1883-10-01,32.0,36.1967,88.41
20548,WAKOOL (CALIMO) (AUSTRALIA),-35.42,144.60,1883-11-01,27.9,28.0545,99.45
20549,WAKOOL (CALIMO) (AUSTRALIA),-35.42,144.60,1883-12-01,13.5,28.0041,48.21
20550,WAKOOL (CALIMO) (AUSTRALIA),-35.42,144.60,1884-01-01,14.0,24.7384,56.59
20551,WAKOOL (CALIMO) (AUSTRALIA),-35.42,144.60,1884-02-01,1.5,24.7202,6.07
20552,WAKOOL (CALIMO) (AUSTRALIA),-35.42,144.60,1884-03-01,22.9,29.1504,78.56
20553,WAKOOL (CALIMO) (AUSTRALIA),-35.42,144.60,1884-04-01,15.2,28.0919,54.11
20554,WAKOOL (CALIMO) (AUSTRALIA),-35.42,144.60,1884-05-01,39.4,36.771,107.15
20555,WAKOOL (CALIMO) (AUSTRALIA),-35.42,144.60,1884-06-01,41.9,37.3548,112.17
20556,WAKOOL (CALIMO) (AUSTRALIA),-35.42,144.60,1884-07-01,0.0,34.8282,0.0
20557,WAKOOL (CALIMO) (AUSTRALIA),-35.42,144.60,1884-08-01,18.0,36.5309,49.27
20558,WAKOOL (CALIMO) (AUSTRALIA),-35.42,144.60,1884-09-01,55.1,35.8927,153.51
20559,WAKOOL (CALIMO) (AUSTRALIA),-35.42,144.60,1884-10-01,13.7,36.1967,37.85
